,country,year,income
1790,Thailand,2008,4800.0
1791,Thailand,2009,4740.0
1792,Thailand,2010,5080.0
1793,Timor-Leste,2000,1350.0
1794,Timor-Leste,2001,1430.0
1795,Timor-Leste,2002,1290.0
1796,Timor-Leste,2003,1230.0
1797,Timor-Leste,2004,1940.0
1798,Timor-Leste,2005,2560.0
1799,Timor-Leste,2006,3550.0
1800,Timor-Leste,2007,3680.0
1801,Timor-Leste,2008,3990.0
1802,Timor-Leste,2009,3700.0
1803,Timor-Leste,2010,3600.0
1804,Togo,2000,516.0
1805,Togo,2001,493.0
1806,Togo,2002,476.0
1807,Togo,2003,486.0
1808,Togo,2004,484.0
1809,Togo,2005,477.0
1810,Togo,2006,483.0
1811,Togo,2007,481.0
1812,Togo,2008,478.0
1813,Togo,2009,482.0
1814,Togo,2010,488.0
1815,Tonga,2000,3280.0
1816,Tonga,2001,3380.0
1817,Tonga,2002,3470.0
1818,Tonga,2003,3520.0
1819,Tonga,2004,3490.0
1820,Tonga,2005,3520.0
1821,Tonga,2006,3470.0
1822,Tonga,2007,3300.0
1823,Tonga,2008,3390.0
1824,Tonga,2009,3440.0
1825,Tonga,2010,3550.0
1826,Trinidad and Tobago,2000,9780.0
1827,Trinidad and Tobago,2001,10200.0
1828,Trinidad and Tobago,2002,10900.0
1829,Trinidad and Tobago,2003,12400.0
1830,Trinidad and Tobago,2004,13300.0
1831,Trinidad and Tobago,2005,14100.0
1832,Trinidad and Tobago,2006,15900.0
1833,Trinidad and Tobago,2007,16600.0
1834,Trinidad and Tobago,2008,17100.0
1835,Trinidad and Tobago,2009,16200.0
1836,Trinidad and Tobago,2010,16700.0
1837,Tunisia,2000,3000.0
1838,Tunisia,2001,3090.0
1839,Tunisia,2002,3110.0
1840,Tunisia,2003,3230.0
1841,Tunisia,2004,3400.0
1842,Tunisia,2005,3490.0
1843,Tunisia,2006,3640.0
1844,Tunisia,2007,3850.0
1845,Tunisia,2008,3970.0
1846,Tunisia,2009,4040.0
1847,Tunisia,2010,4140.0
1848,Turkey,2000,8240.0
1849,Turkey,2001,7630.0
1850,Turkey,2002,8000.0
1851,Turkey,2003,8330.0
1852,Turkey,2004,9010.0
1853,Turkey,2005,9690.0
1854,Turkey,2006,10300.0
1855,Turkey,2007,10600.0
1856,Turkey,2008,10600.0
1857,Turkey,2009,9970.0
1858,Turkey,2010,10700.0
1859,Turkmenistan,2000,2380.0
1860,Turkmenistan,2001,2460.0
1861,Turkmenistan,2002,2440.0
1862,Turkmenistan,2003,2500.0
1863,Turkmenistan,2004,2590.0
1864,Turkmenistan,2005,2900.0
1865,Turkmenistan,2006,3180.0
1866,Turkmenistan,2007,3490.0
1867,Turkmenistan,2008,3950.0
1868,Turkmenistan,2009,4130.0
1869,Turkmenistan,2010,4440.0
1870,Uganda,2000,412.0
1871,Uganda,2001,419.0
1872,Uganda,2002,441.0
1873,Uganda,2003,453.0
1874,Uganda,2004,467.0
1875,Uganda,2005,480.0
1876,Uganda,2006,514.0
1877,Uganda,2007,538.0
1878,Uganda,2008,565.0
1879,Uganda,2009,583.0
1880,Uganda,2010,595.0
1881,Ukraine,2000,1820.0
1882,Ukraine,2001,2010.0
1883,Ukraine,2002,2130.0
1884,Ukraine,2003,2350.0
1885,Ukraine,2004,2650.0
1886,Ukraine,2005,2750.0
1887,Ukraine,2006,2970.0
1888,Ukraine,2007,3220.0
1889,Ukraine,2008,3310.0
1890,Ukraine,2009,2830.0
1891,Ukraine,2010,2970.0
1892,United Arab Emirates,2000,62800.0
1893,United Arab Emirates,2001,60400.0
1894,United Arab Emirates,2002,58700.0
1895,United Arab Emirates,2003,59900.0
1896,United Arab Emirates,2004,60000.0
1897,United Arab Emirates,2005,56200.0
1898,United Arab Emirates,2006,53900.0
1899,United Arab Emirates,2007,48300.0
1900,United Arab Emirates,2008,43700.0
1901,United Arab Emirates,2009,37200.0
1902,United Arab Emirates,2010,35000.0
1903,United Kingdom,2000,35600.0
1904,United Kingdom,2001,36300.0
1905,United Kingdom,2002,37100.0
1906,United Kingdom,2003,38100.0
1907,United Kingdom,2004,38800.0
1908,United Kingdom,2005,39700.0
1909,United Kingdom,2006,40400.0
1910,United Kingdom,2007,41100.0
1911,United Kingdom,2008,40500.0
1912,United Kingdom,2009,38500.0
1913,United Kingdom,2010,38900.0
1914,United States,2000,45100.0
1915,United States,2001,45000.0
1916,United States,2002,45400.0
1917,United States,2003,46300.0
1918,United States,2004,47600.0
1919,United States,2005,48800.0
1920,United States,2006,49600.0
1921,United States,2007,50000.0
1922,United States,2008,49400.0
1923,United States,2009,47600.0
1924,United States,2010,48400.0
1925,Uruguay,2000,9000.0
1926,Uruguay,2001,8640.0
1927,Uruguay,2002,7970.0
1928,Uruguay,2003,8040.0
1929,Uruguay,2004,8440.0
1930,Uruguay,2005,9070.0
1931,Uruguay,2006,9420.0
1932,Uruguay,2007,10000.0
1933,Uruguay,2008,10700.0
1934,Uruguay,2009,11100.0
1935,Uruguay,2010,11900.0
1936,Uzbekistan,2000,813.0
1937,Uzbekistan,2001,837.0
1938,Uzbekistan,2002,860.0
1939,Uzbekistan,2003,885.0
1940,Uzbekistan,2004,943.0
1941,Uzbekistan,2005,997.0
1942,Uzbekistan,2006,1060.0
1943,Uzbekistan,2007,1150.0
1944,Uzbekistan,2008,1230.0
1945,Uzbekistan,2009,1310.0
1946,Uzbekistan,2010,1380.0
1947,Vanuatu,2000,2840.0
1948,Vanuatu,2001,2680.0
1949,Vanuatu,2002,2480.0
1950,Vanuatu,2003,2520.0
1951,Vanuatu,2004,2560.0
1952,Vanuatu,2005,2630.0
1953,Vanuatu,2006,2780.0
1954,Vanuatu,2007,2850.0
1955,Vanuatu,2008,2960.0
1956,Vanuatu,2009,2990.0
1957,Vanuatu,2010,2970.0
1958,Venezuela,2000,11800.0
1959,Venezuela,2001,12000.0
1960,Venezuela,2002,10700.0
1961,Venezuela,2003,9710.0
1962,Venezuela,2004,11300.0
1963,Venezuela,2005,12200.0
1964,Venezuela,2006,13200.0
1965,Venezuela,2007,14100.0
1966,Venezuela,2008,14700.0
1967,Venezuela,2009,14000.0
1968,Venezuela,2010,13500.0
1969,Vietnam,2000,762.0
1970,Vietnam,2001,800.0
1971,Vietnam,2002,842.0
1972,Vietnam,2003,892.0
1973,Vietnam,2004,950.0
1974,Vietnam,2005,1010.0
1975,Vietnam,2006,1070.0
1976,Vietnam,2007,1140.0
1977,Vietnam,2008,1190.0
1978,Vietnam,2009,1240.0
1979,Vietnam,2010,1310.0
1980,Yemen,2000,1140.0
1981,Yemen,2001,1150.0
1982,Yemen,2002,1160.0
1983,Yemen,2003,1170.0
1984,Yemen,2004,1180.0
1985,Yemen,2005,1210.0
1986,Yemen,2006,1220.0
1987,Yemen,2007,1230.0
1988,Yemen,2008,1240.0
1989,Yemen,2009,1250.0
1990,Yemen,2010,1310.0
1991,Zambia,2000,938.0
1992,Zambia,2001,961.0
1993,Zambia,2002,978.0
1994,Zambia,2003,1020.0
1995,Zambia,2004,1060.0
1996,Zambia,2005,1110.0
1997,Zambia,2006,1160.0
1998,Zambia,2007,1230.0
1999,Zambia,2008,1290.0
2000,Zambia,2009,1370.0
2001,Zambia,2010,1460.0
2002,Zimbabwe,2000,1260.0
2003,Zimbabwe,2001,1260.0
2004,Zimbabwe,2002,1140.0
2005,Zimbabwe,2003,936.0
2006,Zimbabwe,2004,872.0
2007,Zimbabwe,2005,812.0
2008,Zimbabwe,2006,772.0
2009,Zimbabwe,2007,733.0
2010,Zimbabwe,2008,593.0
2011,Zimbabwe,2009,652.0
2012,Zimbabwe,2010,720.0
