,country,year,income
956,Kenya,2010,967.0
957,Kiribati,2000,1730.0
958,Kiribati,2001,1680.0
959,Kiribati,2002,1710.0
960,Kiribati,2003,1710.0
961,Kiribati,2004,1660.0
962,Kiribati,2005,1700.0
963,Kiribati,2006,1640.0
964,Kiribati,2007,1640.0
965,Kiribati,2008,1580.0
966,Kiribati,2009,1550.0
967,Kiribati,2010,1490.0
968,Kuwait,2000,35800.0
969,Kuwait,2001,35100.0
970,Kuwait,2002,35500.0
971,Kuwait,2003,41200.0
972,Kuwait,2004,44800.0
973,Kuwait,2005,47800.0
974,Kuwait,2006,49300.0
975,Kuwait,2007,49600.0
976,Kuwait,2008,48000.0
977,Kuwait,2009,41900.0
978,Kuwait,2010,38500.0
979,Kyrgyz Republic,2000,654.0
980,Kyrgyz Republic,2001,683.0
981,Kyrgyz Republic,2002,676.0
982,Kyrgyz Republic,2003,716.0
983,Kyrgyz Republic,2004,757.0
984,Kyrgyz Republic,2005,748.0
985,Kyrgyz Republic,2006,763.0
986,Kyrgyz Republic,2007,820.0
987,Kyrgyz Republic,2008,880.0
988,Kyrgyz Republic,2009,895.0
989,Kyrgyz Republic,2010,880.0
990,Lao,2000,672.0
991,Lao,2001,700.0
992,Lao,2002,730.0
993,Lao,2003,763.0
994,Lao,2004,799.0
995,Lao,2005,843.0
996,Lao,2006,900.0
997,Lao,2007,952.0
998,Lao,2008,1010.0
999,Lao,2009,1070.0
1000,Lao,2010,1140.0
1001,Latvia,2000,6930.0
1002,Latvia,2001,7480.0
1003,Latvia,2002,8100.0
1004,Latvia,2003,8870.0
1005,Latvia,2004,9720.0
1006,Latvia,2005,10900.0
1007,Latvia,2006,12300.0
1008,Latvia,2007,13600.0
1009,Latvia,2008,13300.0
1010,Latvia,2009,11500.0
1011,Latvia,2010,11300.0
1012,Lebanon,2000,6750.0
1013,Lebanon,2001,6750.0
1014,Lebanon,2002,6660.0
1015,Lebanon,2003,6540.0
1016,Lebanon,2004,6640.0
1017,Lebanon,2005,6610.0
1018,Lebanon,2006,6590.0
1019,Lebanon,2007,7160.0
1020,Lebanon,2008,7860.0
1021,Lebanon,2009,8500.0
1022,Lebanon,2010,8860.0
1023,Lesotho,2000,880.0
1024,Lesotho,2001,903.0
1025,Lesotho,2002,902.0
1026,Lesotho,2003,935.0
1027,Lesotho,2004,944.0
1028,Lesotho,2005,968.0
1029,Lesotho,2006,1000.0
1030,Lesotho,2007,1040.0
1031,Lesotho,2008,1100.0
1032,Lesotho,2009,1110.0
1033,Lesotho,2010,1170.0
1034,Liberia,2000,392.0
1035,Liberia,2001,390.0
1036,Liberia,2002,395.0
1037,Liberia,2003,271.0
1038,Liberia,2004,273.0
1039,Liberia,2005,280.0
1040,Liberia,2006,292.0
1041,Liberia,2007,307.0
1042,Liberia,2008,316.0
1043,Liberia,2009,320.0
1044,Liberia,2010,327.0
1045,Libya,2000,8970.0
1046,Libya,2001,8670.0
1047,Libya,2002,8450.0
1048,Libya,2003,9400.0
1049,Libya,2004,9670.0
1050,Libya,2005,10700.0
1051,Libya,2006,11200.0
1052,Libya,2007,11700.0
1053,Libya,2008,11900.0
1054,Libya,2009,11600.0
1055,Libya,2010,12100.0
1056,Lithuania,2000,6930.0
1057,Lithuania,2001,7450.0
1058,Lithuania,2002,8010.0
1059,Lithuania,2003,8930.0
1060,Lithuania,2004,9620.0
1061,Lithuania,2005,10500.0
1062,Lithuania,2006,11500.0
1063,Lithuania,2007,12900.0
1064,Lithuania,2008,13400.0
1065,Lithuania,2009,11500.0
1066,Lithuania,2010,12000.0
1067,Luxembourg,2000,93500.0
1068,Luxembourg,2001,94700.0
1069,Luxembourg,2002,97300.0
1070,Luxembourg,2003,97700.0
1071,Luxembourg,2004,99800.0
1072,Luxembourg,2005,101000.0
1073,Luxembourg,2006,105000.0
1074,Luxembourg,2007,112000.0
1075,Luxembourg,2008,109000.0
1076,Luxembourg,2009,102000.0
1077,Luxembourg,2010,105000.0
1078,"Macedonia, FYR",2000,3450.0
1079,"Macedonia, FYR",2001,3330.0
1080,"Macedonia, FYR",2002,3370.0
1081,"Macedonia, FYR",2003,3440.0
1082,"Macedonia, FYR",2004,3590.0
1083,"Macedonia, FYR",2005,3760.0
1084,"Macedonia, FYR",2006,3940.0
1085,"Macedonia, FYR",2007,4190.0
1086,"Macedonia, FYR",2008,4420.0
1087,"Macedonia, FYR",2009,4400.0
1088,"Macedonia, FYR",2010,4540.0
1089,Madagascar,2000,430.0
1090,Madagascar,2001,442.0
1091,Madagascar,2002,374.0
1092,Madagascar,2003,399.0
1093,Madagascar,2004,408.0
1094,Madagascar,2005,414.0
1095,Madagascar,2006,422.0
1096,Madagascar,2007,436.0
1097,Madagascar,2008,454.0
1098,Madagascar,2009,423.0
1099,Madagascar,2010,413.0
1100,Malawi,2000,385.0
1101,Malawi,2001,356.0
1102,Malawi,2002,352.0
1103,Malawi,2003,362.0
1104,Malawi,2004,372.0
1105,Malawi,2005,373.0
1106,Malawi,2006,379.0
1107,Malawi,2007,403.0
1108,Malawi,2008,421.0
1109,Malawi,2009,443.0
1110,Malawi,2010,459.0
1111,Malaysia,2000,7010.0
1112,Malaysia,2001,6890.0
1113,Malaysia,2002,7110.0
1114,Malaysia,2003,7380.0
1115,Malaysia,2004,7730.0
1116,Malaysia,2005,7980.0
1117,Malaysia,2006,8270.0
1118,Malaysia,2007,8640.0
1119,Malaysia,2008,8890.0
1120,Malaysia,2009,8600.0
1121,Malaysia,2010,9070.0
1122,Maldives,2000,5780.0
1123,Maldives,2001,5420.0
1124,Maldives,2002,5670.0
1125,Maldives,2003,6280.0
1126,Maldives,2004,6490.0
1127,Maldives,2005,5480.0
1128,Maldives,2006,6740.0
1129,Maldives,2007,7070.0
1130,Maldives,2008,7540.0
1131,Maldives,2009,6810.0
1132,Maldives,2010,7100.0
1133,Mali,2000,554.0
1134,Mali,2001,620.0
1135,Mali,2002,621.0
1136,Mali,2003,656.0
1137,Mali,2004,646.0
1138,Mali,2005,666.0
1139,Mali,2006,675.0
1140,Mali,2007,675.0
1141,Mali,2008,684.0
1142,Mali,2009,694.0
1143,Mali,2010,708.0
1144,Malta,2000,18300.0
1145,Malta,2001,18300.0
1146,Malta,2002,18700.0
1147,Malta,2003,19000.0
1148,Malta,2004,19000.0
1149,Malta,2005,19600.0
1150,Malta,2006,19900.0
1151,Malta,2007,20600.0
1152,Malta,2008,21100.0
1153,Malta,2009,20500.0
1154,Malta,2010,21100.0
1155,Marshall Islands,2000,2620.0
1156,Marshall Islands,2001,2760.0
1157,Marshall Islands,2002,2830.0
1158,Marshall Islands,2003,2840.0
1159,Marshall Islands,2004,2840.0
1160,Marshall Islands,2005,2930.0
1161,Marshall Islands,2006,2970.0
1162,Marshall Islands,2007,3070.0
1163,Marshall Islands,2008,3020.0
1164,Marshall Islands,2009,2960.0
1165,Marshall Islands,2010,3150.0
1166,Mauritania,2000,998.0
1167,Mauritania,2001,988.0
1168,Mauritania,2002,966.0
1169,Mauritania,2003,995.0
1170,Mauritania,2004,1020.0
1171,Mauritania,2005,1080.0
1172,Mauritania,2006,1250.0
1173,Mauritania,2007,1250.0
1174,Mauritania,2008,1230.0
1175,Mauritania,2009,1180.0
1176,Mauritania,2010,1200.0
1177,Mauritius,2000,5560.0
1178,Mauritius,2001,5660.0
1179,Mauritius,2002,5740.0
1180,Mauritius,2003,5910.0
1181,Mauritius,2004,6210.0
1182,Mauritius,2005,6250.0
1183,Mauritius,2006,6750.0
1184,Mauritius,2007,7100.0
1185,Mauritius,2008,7460.0
1186,Mauritius,2009,7680.0
1187,Mauritius,2010,8000.0
1188,Mexico,2000,9000.0
1189,Mexico,2001,8840.0
1190,Mexico,2002,8730.0
1191,Mexico,2003,8750.0
1192,Mexico,2004,8980.0
1193,Mexico,2005,9060.0
1194,Mexico,2006,9330.0
1195,Mexico,2007,9390.0
1196,Mexico,2008,9350.0
1197,Mexico,2009,8710.0
1198,Mexico,2010,9020.0
1199,"Micronesia, Fed. Sts.",2000,2710.0
1200,"Micronesia, Fed. Sts.",2001,2760.0
1201,"Micronesia, Fed. Sts.",2002,2780.0
1202,"Micronesia, Fed. Sts.",2003,2840.0
1203,"Micronesia, Fed. Sts.",2004,2760.0
1204,"Micronesia, Fed. Sts.",2005,2820.0
1205,"Micronesia, Fed. Sts.",2006,2830.0
1206,"Micronesia, Fed. Sts.",2007,2800.0
1207,"Micronesia, Fed. Sts.",2008,2750.0
1208,"Micronesia, Fed. Sts.",2009,2800.0
1209,"Micronesia, Fed. Sts.",2010,2860.0
1210,Moldova,2000,968.0
1211,Moldova,2001,1030.0
1212,Moldova,2002,1110.0
1213,Moldova,2003,1190.0
1214,Moldova,2004,1280.0
1215,Moldova,2005,1380.0
1216,Moldova,2006,1450.0
1217,Moldova,2007,1500.0
1218,Moldova,2008,1620.0
1219,Moldova,2009,1520.0
1220,Moldova,2010,1630.0
1221,Mongolia,2000,1600.0
1222,Mongolia,2001,1630.0
1223,Mongolia,2002,1690.0
1224,Mongolia,2003,1790.0
1225,Mongolia,2004,1960.0
1226,Mongolia,2005,2080.0
1227,Mongolia,2006,2230.0
1228,Mongolia,2007,2430.0
1229,Mongolia,2008,2600.0
1230,Mongolia,2009,2530.0
1231,Mongolia,2010,2650.0
1232,Montenegro,2000,4950.0
1233,Montenegro,2001,4980.0
1234,Montenegro,2002,5060.0
1235,Montenegro,2003,5160.0
1236,Montenegro,2004,5380.0
1237,Montenegro,2005,5600.0
1238,Montenegro,2006,6070.0
1239,Montenegro,2007,6480.0
1240,Montenegro,2008,6930.0
1241,Montenegro,2009,6520.0
1242,Montenegro,2010,6680.0
1243,Morocco,2000,1970.0
1244,Morocco,2001,2090.0
1245,Morocco,2002,2130.0
1246,Morocco,2003,2230.0
1247,Morocco,2004,2310.0
1248,Morocco,2005,2360.0
1249,Morocco,2006,2510.0
1250,Morocco,2007,2570.0
1251,Morocco,2008,2690.0
1252,Morocco,2009,2770.0
1253,Morocco,2010,2830.0
1254,Mozambique,2000,257.0
1255,Mozambique,2001,281.0
1256,Mozambique,2002,297.0
1257,Mozambique,2003,307.0
1258,Mozambique,2004,321.0
1259,Mozambique,2005,339.0
1260,Mozambique,2006,362.0
1261,Mozambique,2007,377.0
1262,Mozambique,2008,392.0
1263,Mozambique,2009,405.0
1264,Mozambique,2010,419.0
1265,Myanmar,2000,347.0
1266,Myanmar,2001,382.0
1267,Myanmar,2002,423.0
1268,Myanmar,2003,477.0
1269,Myanmar,2004,536.0
1270,Myanmar,2005,604.0
1271,Myanmar,2006,678.0
1272,Myanmar,2007,754.0
1273,Myanmar,2008,826.0
1274,Myanmar,2009,907.0
1275,Myanmar,2010,988.0
1276,Namibia,2000,3750.0
1277,Namibia,2001,3720.0
1278,Namibia,2002,3850.0
1279,Namibia,2003,3960.0
1280,Namibia,2004,4390.0
1281,Namibia,2005,4450.0
1282,Namibia,2006,4720.0
1283,Namibia,2007,4970.0
1284,Namibia,2008,5040.0
1285,Namibia,2009,4980.0
1286,Namibia,2010,5190.0
1287,Nepal,2000,459.0
1288,Nepal,2001,473.0
1289,Nepal,2002,466.0
1290,Nepal,2003,476.0
1291,Nepal,2004,492.0
1292,Nepal,2005,502.0
1293,Nepal,2006,513.0
1294,Nepal,2007,525.0
1295,Nepal,2008,552.0
1296,Nepal,2009,571.0
1297,Nepal,2010,592.0
1298,Netherlands,2000,46100.0
1299,Netherlands,2001,46800.0
1300,Netherlands,2002,46500.0
1301,Netherlands,2003,46400.0
1302,Netherlands,2004,47200.0
1303,Netherlands,2005,48100.0
1304,Netherlands,2006,49700.0
1305,Netherlands,2007,51400.0
1306,Netherlands,2008,52100.0
1307,Netherlands,2009,49900.0
1308,Netherlands,2010,50300.0
1309,New Zealand,2000,29000.0
1310,New Zealand,2001,29900.0
1311,New Zealand,2002,30900.0
1312,New Zealand,2003,31600.0
1313,New Zealand,2004,32200.0
1314,New Zealand,2005,32900.0
1315,New Zealand,2006,33300.0
1316,New Zealand,2007,34300.0
1317,New Zealand,2008,33400.0
1318,New Zealand,2009,33700.0
1319,New Zealand,2010,33700.0
1320,Nicaragua,2000,1310.0
1321,Nicaragua,2001,1330.0
1322,Nicaragua,2002,1320.0
1323,Nicaragua,2003,1340.0
1324,Nicaragua,2004,1390.0
1325,Nicaragua,2005,1430.0
1326,Nicaragua,2006,1460.0
1327,Nicaragua,2007,1520.0
1328,Nicaragua,2008,1550.0
1329,Nicaragua,2009,1480.0
1330,Nicaragua,2010,1530.0
1331,Niger,2000,322.0
1332,Niger,2001,333.0
1333,Niger,2002,331.0
1334,Niger,2003,336.0
1335,Niger,2004,324.0
1336,Niger,2005,326.0
1337,Niger,2006,333.0
1338,Niger,2007,331.0
1339,Niger,2008,349.0
1340,Niger,2009,334.0
1341,Niger,2010,348.0
1342,Nigeria,2000,1290.0
1343,Nigeria,2001,1310.0
1344,Nigeria,2002,1330.0
1345,Nigeria,2003,1430.0
1346,Nigeria,2004,1860.0
1347,Nigeria,2005,1880.0
1348,Nigeria,2006,1980.0
1349,Nigeria,2007,2060.0
1350,Nigeria,2008,2130.0
1351,Nigeria,2009,2220.0
1352,Nigeria,2010,2330.0
1353,Norway,2000,81700.0
1354,Norway,2001,83000.0
1355,Norway,2002,83700.0
1356,Norway,2003,84000.0
1357,Norway,2004,86800.0
1358,Norway,2005,88500.0
1359,Norway,2006,89900.0
1360,Norway,2007,91600.0
1361,Norway,2008,90900.0
1362,Norway,2009,88300.0
1363,Norway,2010,87800.0
1364,Oman,2000,18700.0
1365,Oman,2001,19300.0
1366,Oman,2002,18800.0
1367,Oman,2003,17900.0
1368,Oman,2004,17700.0
1369,Oman,2005,17600.0
1370,Oman,2006,18100.0
1371,Oman,2007,18300.0
1372,Oman,2008,19100.0
1373,Oman,2009,19400.0
1374,Oman,2010,19300.0
1375,Pakistan,2000,849.0
1376,Pakistan,2001,847.0
1377,Pakistan,2002,855.0
1378,Pakistan,2003,878.0
1379,Pakistan,2004,924.0
1380,Pakistan,2005,975.0
1381,Pakistan,2006,1010.0
1382,Pakistan,2007,1040.0
1383,Pakistan,2008,1040.0
1384,Pakistan,2009,1050.0
1385,Pakistan,2010,1040.0
1386,Palestine,2000,2360.0
1387,Palestine,2001,2150.0
1388,Palestine,2002,2060.0
1389,Palestine,2003,2210.0
1390,Palestine,2004,2330.0
1391,Palestine,2005,2520.0
1392,Palestine,2006,2350.0
1393,Palestine,2007,2250.0
1394,Palestine,2008,2020.0
1395,Palestine,2009,2340.0
1396,Palestine,2010,2340.0
1397,Panama,2000,5490.0
1398,Panama,2001,5420.0
1399,Panama,2002,5440.0
1400,Panama,2003,5560.0
1401,Panama,2004,5870.0
1402,Panama,2005,6170.0
1403,Panama,2006,6580.0
1404,Panama,2007,7240.0
1405,Panama,2008,7810.0
1406,Panama,2009,7770.0
1407,Panama,2010,8080.0
1408,Papua New Guinea,2000,1720.0
1409,Papua New Guinea,2001,1680.0
1410,Papua New Guinea,2002,1630.0
1411,Papua New Guinea,2003,1630.0
1412,Papua New Guinea,2004,1630.0
1413,Papua New Guinea,2005,1690.0
1414,Papua New Guinea,2006,1690.0
1415,Papua New Guinea,2007,1830.0
1416,Papua New Guinea,2008,1790.0
1417,Papua New Guinea,2009,1860.0
1418,Papua New Guinea,2010,2000.0
1419,Paraguay,2000,2690.0
1420,Paraguay,2001,2620.0
1421,Paraguay,2002,2570.0
1422,Paraguay,2003,2630.0
1423,Paraguay,2004,2690.0
1424,Paraguay,2005,2710.0
1425,Paraguay,2006,2800.0
1426,Paraguay,2007,2910.0
1427,Paraguay,2008,3050.0
1428,Paraguay,2009,2890.0
1429,Paraguay,2010,3230.0
1430,Peru,2000,3310.0
1431,Peru,2001,3290.0
1432,Peru,2002,3420.0
1433,Peru,2003,3520.0
1434,Peru,2004,3650.0
1435,Peru,2005,3830.0
1436,Peru,2006,4070.0
1437,Peru,2007,4360.0
1438,Peru,2008,4700.0
1439,Peru,2009,4700.0
1440,Peru,2010,5020.0
1441,Philippines,2000,1610.0
1442,Philippines,2001,1620.0
1443,Philippines,2002,1640.0
1444,Philippines,2003,1690.0
1445,Philippines,2004,1770.0
1446,Philippines,2005,1820.0
1447,Philippines,2006,1880.0
1448,Philippines,2007,1970.0
1449,Philippines,2008,2020.0
1450,Philippines,2009,2010.0
1451,Philippines,2010,2130.0
1452,Poland,2000,8530.0
1453,Poland,2001,8640.0
1454,Poland,2002,8820.0
1455,Poland,2003,9140.0
1456,Poland,2004,9610.0
1457,Poland,2005,9950.0
1458,Poland,2006,10600.0
1459,Poland,2007,11300.0
1460,Poland,2008,11800.0
1461,Poland,2009,12100.0
1462,Poland,2010,12600.0
1463,Portugal,2000,21500.0
1464,Portugal,2001,21800.0
1465,Portugal,2002,21800.0
1466,Portugal,2003,21500.0
1467,Portugal,2004,21900.0
1468,Portugal,2005,22000.0
1469,Portugal,2006,22300.0
1470,Portugal,2007,22800.0
1471,Portugal,2008,22800.0
1472,Portugal,2009,22100.0
1473,Portugal,2010,22500.0
1474,Qatar,2000,60900.0
1475,Qatar,2001,60700.0
1476,Qatar,2002,62200.0
1477,Qatar,2003,60500.0
1478,Qatar,2004,65400.0
1479,Qatar,2005,61700.0
1480,Qatar,2006,66600.0
1481,Qatar,2007,66800.0
1482,Qatar,2008,67300.0
1483,Qatar,2009,65800.0
1484,Qatar,2010,70300.0
1485,Romania,2000,4910.0
1486,Romania,2001,5260.0
1487,Romania,2002,5630.0
1488,Romania,2003,5990.0
1489,Romania,2004,6520.0
1490,Romania,2005,6840.0
1491,Romania,2006,7430.0
1492,Romania,2007,8060.0
1493,Romania,2008,8870.0
1494,Romania,2009,8420.0
1495,Romania,2010,8230.0
1496,Russia,2000,6490.0
1497,Russia,2001,6850.0
1498,Russia,2002,7210.0
1499,Russia,2003,7770.0
1500,Russia,2004,8360.0
1501,Russia,2005,8930.0
1502,Russia,2006,9690.0
1503,Russia,2007,10500.0
1504,Russia,2008,11100.0
1505,Russia,2009,10200.0
1506,Russia,2010,10700.0
1507,Rwanda,2000,327.0
1508,Rwanda,2001,342.0
1509,Rwanda,2002,378.0
1510,Rwanda,2003,380.0
1511,Rwanda,2004,402.0
1512,Rwanda,2005,431.0
1513,Rwanda,2006,460.0
1514,Rwanda,2007,482.0
1515,Rwanda,2008,521.0
1516,Rwanda,2009,539.0
1517,Rwanda,2010,563.0
1518,Samoa,2000,2770.0
1519,Samoa,2001,2940.0
1520,Samoa,2002,3050.0
1521,Samoa,2003,3170.0
1522,Samoa,2004,3300.0
1523,Samoa,2005,3410.0
1524,Samoa,2006,3460.0
1525,Samoa,2007,3650.0
1526,Samoa,2008,3660.0
1527,Samoa,2009,3460.0
1528,Samoa,2010,3450.0
1529,Sao Tome and Principe,2000,
1530,Sao Tome and Principe,2001,863.0
1531,Sao Tome and Principe,2002,863.0
1532,Sao Tome and Principe,2003,899.0
1533,Sao Tome and Principe,2004,911.0
1534,Sao Tome and Principe,2005,953.0
1535,Sao Tome and Principe,2006,1020.0
1536,Sao Tome and Principe,2007,1020.0
1537,Sao Tome and Principe,2008,1080.0
1538,Sao Tome and Principe,2009,1080.0
1539,Sao Tome and Principe,2010,1130.0
1540,Saudi Arabia,2000,18300.0
1541,Saudi Arabia,2001,17600.0
1542,Saudi Arabia,2002,16600.0
1543,Saudi Arabia,2003,18000.0
1544,Saudi Arabia,2004,18800.0
1545,Saudi Arabia,2005,19300.0
1546,Saudi Arabia,2006,19300.0
1547,Saudi Arabia,2007,19100.0
1548,Saudi Arabia,2008,19800.0
1549,Saudi Arabia,2009,18900.0
1550,Saudi Arabia,2010,19300.0
1551,Senegal,2000,877.0
1552,Senegal,2001,895.0
1553,Senegal,2002,878.0
1554,Senegal,2003,912.0
1555,Senegal,2004,941.0
1556,Senegal,2005,967.0
1557,Senegal,2006,965.0
1558,Senegal,2007,986.0
1559,Senegal,2008,994.0
1560,Senegal,2009,990.0
1561,Senegal,2010,1000.0
1562,Serbia,2000,3410.0
1563,Serbia,2001,3580.0
1564,Serbia,2002,3840.0
1565,Serbia,2003,4020.0
1566,Serbia,2004,4390.0
1567,Serbia,2005,4650.0
1568,Serbia,2006,4900.0
1569,Serbia,2007,5210.0
1570,Serbia,2008,5510.0
1571,Serbia,2009,5360.0
1572,Serbia,2010,5410.0
1573,Seychelles,2000,9790.0
1574,Seychelles,2001,9560.0
1575,Seychelles,2002,9380.0
1576,Seychelles,2003,8930.0
1577,Seychelles,2004,8710.0
1578,Seychelles,2005,9450.0
1579,Seychelles,2006,10100.0
1580,Seychelles,2007,11100.0
1581,Seychelles,2008,10600.0
1582,Seychelles,2009,10500.0
1583,Seychelles,2010,10800.0
1584,Sierra Leone,2000,304.0
1585,Sierra Leone,2001,274.0
1586,Sierra Leone,2002,331.0
1587,Sierra Leone,2003,345.0
1588,Sierra Leone,2004,351.0
1589,Sierra Leone,2005,353.0
1590,Sierra Leone,2006,356.0
1591,Sierra Leone,2007,374.0
1592,Sierra Leone,2008,385.0
1593,Sierra Leone,2009,388.0
1594,Sierra Leone,2010,399.0
1595,Singapore,2000,33400.0
1596,Singapore,2001,32200.0
1597,Singapore,2002,33200.0
1598,Singapore,2003,35200.0
1599,Singapore,2004,38100.0
1600,Singapore,2005,40000.0
1601,Singapore,2006,42200.0
1602,Singapore,2007,44200.0
1603,Singapore,2008,42700.0
1604,Singapore,2009,41100.0
1605,Singapore,2010,46600.0
1606,Slovak Republic,2000,10300.0
1607,Slovak Republic,2001,10700.0
1608,Slovak Republic,2002,11100.0
1609,Slovak Republic,2003,11800.0
1610,Slovak Republic,2004,12400.0
1611,Slovak Republic,2005,13200.0
1612,Slovak Republic,2006,14300.0
1613,Slovak Republic,2007,15900.0
1614,Slovak Republic,2008,16700.0
1615,Slovak Republic,2009,15800.0
1616,Slovak Republic,2010,16600.0
1617,Slovenia,2000,18600.0
1618,Slovenia,2001,19100.0
1619,Slovenia,2002,19800.0
1620,Slovenia,2003,20300.0
1621,Slovenia,2004,21200.0
1622,Slovenia,2005,22000.0
1623,Slovenia,2006,23200.0
1624,Slovenia,2007,24700.0
1625,Slovenia,2008,25400.0
1626,Slovenia,2009,23300.0
1627,Slovenia,2010,23400.0
1628,Solomon Islands,2000,1250.0
1629,Solomon Islands,2001,1120.0
1630,Solomon Islands,2002,1060.0
1631,Solomon Islands,2003,1100.0
1632,Solomon Islands,2004,1130.0
1633,Solomon Islands,2005,1160.0
1634,Solomon Islands,2006,1210.0
1635,Solomon Islands,2007,1270.0
1636,Solomon Islands,2008,1330.0
1637,Solomon Islands,2009,1240.0
1638,Solomon Islands,2010,1290.0
1639,South Africa,2000,5840.0
1640,South Africa,2001,5910.0
1641,South Africa,2002,6050.0
1642,South Africa,2003,6140.0
1643,South Africa,2004,6340.0
1644,South Africa,2005,6600.0
1645,South Africa,2006,6890.0
1646,South Africa,2007,7190.0
1647,South Africa,2008,7340.0
1648,South Africa,2009,7150.0
1649,South Africa,2010,7280.0
1650,South Korea,2000,15100.0
1651,South Korea,2001,15700.0
1652,South Korea,2002,16700.0
1653,South Korea,2003,17100.0
1654,South Korea,2004,17900.0
1655,South Korea,2005,18600.0
1656,South Korea,2006,19400.0
1657,South Korea,2007,20400.0
1658,South Korea,2008,20800.0
1659,South Korea,2009,20800.0
1660,South Korea,2010,22100.0
1661,Spain,2000,28300.0
1662,Spain,2001,29300.0
1663,Spain,2002,29700.0
1664,Spain,2003,30100.0
1665,Spain,2004,30500.0
1666,Spain,2005,31100.0
1667,Spain,2006,31900.0
1668,Spain,2007,32500.0
1669,Spain,2008,32300.0
1670,Spain,2009,30900.0
1671,Spain,2010,30700.0
1672,Sri Lanka,2000,1820.0
1673,Sri Lanka,2001,1780.0
1674,Sri Lanka,2002,1840.0
1675,Sri Lanka,2003,1930.0
1676,Sri Lanka,2004,2020.0
1677,Sri Lanka,2005,2130.0
1678,Sri Lanka,2006,2280.0
1679,Sri Lanka,2007,2420.0
1680,Sri Lanka,2008,2540.0
1681,Sri Lanka,2009,2620.0
1682,Sri Lanka,2010,2810.0
1683,St. Lucia,2000,7220.0
1684,St. Lucia,2001,6910.0
1685,St. Lucia,2002,6880.0
1686,St. Lucia,2003,7120.0
1687,St. Lucia,2004,7580.0
1688,St. Lucia,2005,7480.0
1689,St. Lucia,2006,7870.0
1690,St. Lucia,2007,7860.0
1691,St. Lucia,2008,8200.0
1692,St. Lucia,2009,8210.0
1693,St. Lucia,2010,8010.0
1694,St. Vincent and the Grenadines,2000,4750.0
1695,St. Vincent and the Grenadines,2001,4830.0
1696,St. Vincent and the Grenadines,2002,5120.0
1697,St. Vincent and the Grenadines,2003,5510.0
1698,St. Vincent and the Grenadines,2004,5720.0
1699,St. Vincent and the Grenadines,2005,5860.0
1700,St. Vincent and the Grenadines,2006,6300.0
1701,St. Vincent and the Grenadines,2007,6190.0
1702,St. Vincent and the Grenadines,2008,6600.0
1703,St. Vincent and the Grenadines,2009,6450.0
1704,St. Vincent and the Grenadines,2010,6230.0
1705,Sudan,2000,1000.0
1706,Sudan,2001,1040.0
1707,Sudan,2002,1070.0
1708,Sudan,2003,1130.0
1709,Sudan,2004,1140.0
1710,Sudan,2005,1190.0
1711,Sudan,2006,1280.0
1712,Sudan,2007,1390.0
1713,Sudan,2008,1460.0
1714,Sudan,2009,1460.0
1715,Sudan,2010,1480.0
1716,Suriname,2000,5690.0
1717,Suriname,2001,5880.0
1718,Suriname,2002,6060.0
1719,Suriname,2003,6360.0
1720,Suriname,2004,6870.0
1721,Suriname,2005,7110.0
1722,Suriname,2006,7300.0
1723,Suriname,2007,7600.0
1724,Suriname,2008,7830.0
1725,Suriname,2009,7980.0
1726,Suriname,2010,8300.0
1727,Swaziland,2000,2950.0
1728,Swaziland,2001,2950.0
1729,Swaziland,2002,3060.0
1730,Swaziland,2003,3160.0
1731,Swaziland,2004,3250.0
1732,Swaziland,2005,3410.0
1733,Swaziland,2006,3570.0
1734,Swaziland,2007,3670.0
1735,Swaziland,2008,3630.0
1736,Swaziland,2009,3620.0
1737,Swaziland,2010,3690.0
1738,Sweden,2000,44700.0
1739,Sweden,2001,45300.0
1740,Sweden,2002,46100.0
1741,Sweden,2003,47000.0
1742,Sweden,2004,48800.0
1743,Sweden,2005,50000.0
1744,Sweden,2006,52000.0
1745,Sweden,2007,53400.0
1746,Sweden,2008,52700.0
1747,Sweden,2009,49600.0
1748,Sweden,2010,52100.0
1749,Switzerland,2000,67800.0
1750,Switzerland,2001,68300.0
1751,Switzerland,2002,67900.0
1752,Switzerland,2003,67400.0
1753,Switzerland,2004,68800.0
1754,Switzerland,2005,70500.0
1755,Switzerland,2006,72800.0
1756,Switzerland,2007,75100.0
1757,Switzerland,2008,75800.0
1758,Switzerland,2009,73200.0
1759,Switzerland,2010,74600.0
1760,Tajikistan,2000,414.0
1761,Tajikistan,2001,448.0
1762,Tajikistan,2002,487.0
1763,Tajikistan,2003,530.0
1764,Tajikistan,2004,573.0
1765,Tajikistan,2005,598.0
1766,Tajikistan,2006,627.0
1767,Tajikistan,2007,661.0
1768,Tajikistan,2008,698.0
1769,Tajikistan,2009,709.0
1770,Tajikistan,2010,738.0
1771,Tanzania,2000,497.0
1772,Tanzania,2001,513.0
1773,Tanzania,2002,535.0
1774,Tanzania,2003,555.0
1775,Tanzania,2004,582.0
1776,Tanzania,2005,611.0
1777,Tanzania,2006,620.0
1778,Tanzania,2007,652.0
1779,Tanzania,2008,667.0
1780,Tanzania,2009,681.0
1781,Tanzania,2010,702.0
1782,Thailand,2000,3460.0
1783,Thailand,2001,3540.0
1784,Thailand,2002,3730.0
1785,Thailand,2003,3970.0
1786,Thailand,2004,4190.0
1787,Thailand,2005,4340.0
1788,Thailand,2006,4530.0
1789,Thailand,2007,4740.0
