,country,year,kcal_day
1279,Panama,2003,2370.0
1280,Panama,2004,2250.0
1281,Panama,2005,2330.0
1282,Panama,2006,2350.0
1283,Panama,2007,2470.0
1284,Panama,2008,2520.0
1285,Panama,2009,2520.0
1286,Panama,2010,2580.0
1287,Paraguay,2000,2590.0
1288,Paraguay,2001,2640.0
1289,Paraguay,2002,2680.0
1290,Paraguay,2003,2730.0
1291,Paraguay,2004,2660.0
1292,Paraguay,2005,2600.0
1293,Paraguay,2006,2620.0
1294,Paraguay,2007,2570.0
1295,Paraguay,2008,2540.0
1296,Paraguay,2009,2530.0
1297,Paraguay,2010,2580.0
1298,Peru,2000,2370.0
1299,Peru,2001,2320.0
1300,Peru,2002,2340.0
1301,Peru,2003,2280.0
1302,Peru,2004,2300.0
1303,Peru,2005,2410.0
1304,Peru,2006,2430.0
1305,Peru,2007,2460.0
1306,Peru,2008,2530.0
1307,Peru,2009,2560.0
1308,Peru,2010,2620.0
1309,Philippines,2000,2390.0
1310,Philippines,2001,2370.0
1311,Philippines,2002,2390.0
1312,Philippines,2003,2390.0
1313,Philippines,2004,2460.0
1314,Philippines,2005,2470.0
1315,Philippines,2006,2510.0
1316,Philippines,2007,2570.0
1317,Philippines,2008,2580.0
1318,Philippines,2009,2600.0
1319,Philippines,2010,2580.0
1320,Poland,2000,3420.0
1321,Poland,2001,3420.0
1322,Poland,2002,3430.0
1323,Poland,2003,3420.0
1324,Poland,2004,3380.0
1325,Poland,2005,3370.0
1326,Poland,2006,3350.0
1327,Poland,2007,3360.0
1328,Poland,2008,3350.0
1329,Poland,2009,3420.0
1330,Poland,2010,3410.0
1331,Portugal,2000,3540.0
1332,Portugal,2001,3540.0
1333,Portugal,2002,3530.0
1334,Portugal,2003,3520.0
1335,Portugal,2004,3540.0
1336,Portugal,2005,3530.0
1337,Portugal,2006,3520.0
1338,Portugal,2007,3530.0
1339,Portugal,2008,3540.0
1340,Portugal,2009,3510.0
1341,Portugal,2010,3500.0
1342,Romania,2000,3140.0
1343,Romania,2001,3240.0
1344,Romania,2002,3320.0
1345,Romania,2003,3370.0
1346,Romania,2004,3350.0
1347,Romania,2005,3400.0
1348,Romania,2006,3430.0
1349,Romania,2007,3380.0
1350,Romania,2008,3400.0
1351,Romania,2009,3380.0
1352,Romania,2010,3330.0
1353,Russia,2000,2880.0
1354,Russia,2001,2950.0
1355,Russia,2002,3030.0
1356,Russia,2003,3060.0
1357,Russia,2004,3110.0
1358,Russia,2005,3200.0
1359,Russia,2006,3250.0
1360,Russia,2007,3310.0
1361,Russia,2008,3310.0
1362,Russia,2009,3270.0
1363,Russia,2010,3300.0
1364,Rwanda,2000,1860.0
1365,Rwanda,2001,1910.0
1366,Rwanda,2002,2090.0
1367,Rwanda,2003,2000.0
1368,Rwanda,2004,1970.0
1369,Rwanda,2005,2040.0
1370,Rwanda,2006,2040.0
1371,Rwanda,2007,2050.0
1372,Rwanda,2008,2100.0
1373,Rwanda,2009,2200.0
1374,Rwanda,2010,2200.0
1375,Samoa,2000,2770.0
1376,Samoa,2001,2820.0
1377,Samoa,2002,2820.0
1378,Samoa,2003,2830.0
1379,Samoa,2004,2880.0
1380,Samoa,2005,2890.0
1381,Samoa,2006,2860.0
1382,Samoa,2007,2850.0
1383,Samoa,2008,2910.0
1384,Samoa,2009,2880.0
1385,Samoa,2010,2910.0
1386,Sao Tome and Principe,2000,2380.0
1387,Sao Tome and Principe,2001,2400.0
1388,Sao Tome and Principe,2002,2460.0
1389,Sao Tome and Principe,2003,2510.0
1390,Sao Tome and Principe,2004,2510.0
1391,Sao Tome and Principe,2005,2550.0
1392,Sao Tome and Principe,2006,2550.0
1393,Sao Tome and Principe,2007,2510.0
1394,Sao Tome and Principe,2008,2470.0
1395,Sao Tome and Principe,2009,2440.0
1396,Sao Tome and Principe,2010,2370.0
1397,Saudi Arabia,2000,3110.0
1398,Saudi Arabia,2001,3080.0
1399,Saudi Arabia,2002,3020.0
1400,Saudi Arabia,2003,3000.0
1401,Saudi Arabia,2004,2960.0
1402,Saudi Arabia,2005,2990.0
1403,Saudi Arabia,2006,3050.0
1404,Saudi Arabia,2007,3050.0
1405,Saudi Arabia,2008,3010.0
1406,Saudi Arabia,2009,3010.0
1407,Saudi Arabia,2010,3120.0
1408,Senegal,2000,2160.0
1409,Senegal,2001,2170.0
1410,Senegal,2002,2140.0
1411,Senegal,2003,2220.0
1412,Senegal,2004,2250.0
1413,Senegal,2005,2240.0
1414,Senegal,2006,2310.0
1415,Senegal,2007,2340.0
1416,Senegal,2008,2440.0
1417,Senegal,2009,2450.0
1418,Senegal,2010,2440.0
1419,Serbia,2000,
1420,Serbia,2001,
1421,Serbia,2002,
1422,Serbia,2003,
1423,Serbia,2004,
1424,Serbia,2005,
1425,Serbia,2006,2750.0
1426,Serbia,2007,2710.0
1427,Serbia,2008,2720.0
1428,Serbia,2009,2760.0
1429,Serbia,2010,2730.0
1430,Sierra Leone,2000,1990.0
1431,Sierra Leone,2001,2000.0
1432,Sierra Leone,2002,2050.0
1433,Sierra Leone,2003,2030.0
1434,Sierra Leone,2004,2020.0
1435,Sierra Leone,2005,2080.0
1436,Sierra Leone,2006,2160.0
1437,Sierra Leone,2007,2190.0
1438,Sierra Leone,2008,2200.0
1439,Sierra Leone,2009,2250.0
1440,Sierra Leone,2010,2280.0
1441,Slovak Republic,2000,2780.0
1442,Slovak Republic,2001,2790.0
1443,Slovak Republic,2002,2800.0
1444,Slovak Republic,2003,2790.0
1445,Slovak Republic,2004,2820.0
1446,Slovak Republic,2005,2840.0
1447,Slovak Republic,2006,2830.0
1448,Slovak Republic,2007,2790.0
1449,Slovak Republic,2008,2860.0
1450,Slovak Republic,2009,2900.0
1451,Slovak Republic,2010,2950.0
1452,Slovenia,2000,3060.0
1453,Slovenia,2001,3060.0
1454,Slovenia,2002,3080.0
1455,Slovenia,2003,3110.0
1456,Slovenia,2004,3160.0
1457,Slovenia,2005,3070.0
1458,Slovenia,2006,3120.0
1459,Slovenia,2007,3140.0
1460,Slovenia,2008,3160.0
1461,Slovenia,2009,3180.0
1462,Slovenia,2010,3180.0
1463,Solomon Islands,2000,2350.0
1464,Solomon Islands,2001,2320.0
1465,Solomon Islands,2002,2390.0
1466,Solomon Islands,2003,2410.0
1467,Solomon Islands,2004,2400.0
1468,Solomon Islands,2005,2430.0
1469,Solomon Islands,2006,2460.0
1470,Solomon Islands,2007,2420.0
1471,Solomon Islands,2008,2480.0
1472,Solomon Islands,2009,2450.0
1473,Solomon Islands,2010,2480.0
1474,South Africa,2000,2890.0
1475,South Africa,2001,2910.0
1476,South Africa,2002,2910.0
1477,South Africa,2003,2930.0
1478,South Africa,2004,2940.0
1479,South Africa,2005,2950.0
1480,South Africa,2006,2930.0
1481,South Africa,2007,2920.0
1482,South Africa,2008,2920.0
1483,South Africa,2009,2940.0
1484,South Africa,2010,2990.0
1485,South Korea,2000,3090.0
1486,South Korea,2001,3080.0
1487,South Korea,2002,3080.0
1488,South Korea,2003,3060.0
1489,South Korea,2004,3100.0
1490,South Korea,2005,3100.0
1491,South Korea,2006,3110.0
1492,South Korea,2007,3140.0
1493,South Korea,2008,3190.0
1494,South Korea,2009,3200.0
1495,South Korea,2010,3280.0
1496,Spain,2000,3360.0
1497,Spain,2001,3330.0
1498,Spain,2002,3360.0
1499,Spain,2003,3300.0
1500,Spain,2004,3250.0
1501,Spain,2005,3220.0
1502,Spain,2006,3230.0
1503,Spain,2007,3220.0
1504,Spain,2008,3210.0
1505,Spain,2009,3210.0
1506,Spain,2010,3180.0
1507,Sri Lanka,2000,2320.0
1508,Sri Lanka,2001,2360.0
1509,Sri Lanka,2002,2330.0
1510,Sri Lanka,2003,2330.0
1511,Sri Lanka,2004,2350.0
1512,Sri Lanka,2005,2350.0
1513,Sri Lanka,2006,2380.0
1514,Sri Lanka,2007,2380.0
1515,Sri Lanka,2008,2440.0
1516,Sri Lanka,2009,2450.0
1517,Sri Lanka,2010,2470.0
1518,St. Lucia,2000,2710.0
1519,St. Lucia,2001,2610.0
1520,St. Lucia,2002,2680.0
1521,St. Lucia,2003,2640.0
1522,St. Lucia,2004,2650.0
1523,St. Lucia,2005,2650.0
1524,St. Lucia,2006,2630.0
1525,St. Lucia,2007,2590.0
1526,St. Lucia,2008,2560.0
1527,St. Lucia,2009,2580.0
1528,St. Lucia,2010,2600.0
1529,St. Vincent and the Grenadines,2000,2500.0
1530,St. Vincent and the Grenadines,2001,2470.0
1531,St. Vincent and the Grenadines,2002,2660.0
1532,St. Vincent and the Grenadines,2003,2690.0
1533,St. Vincent and the Grenadines,2004,2710.0
1534,St. Vincent and the Grenadines,2005,2780.0
1535,St. Vincent and the Grenadines,2006,2800.0
1536,St. Vincent and the Grenadines,2007,2830.0
1537,St. Vincent and the Grenadines,2008,2870.0
1538,St. Vincent and the Grenadines,2009,2870.0
1539,St. Vincent and the Grenadines,2010,2910.0
1540,Sudan,2000,2210.0
1541,Sudan,2001,2250.0
1542,Sudan,2002,2280.0
1543,Sudan,2003,2280.0
1544,Sudan,2004,2270.0
1545,Sudan,2005,2300.0
1546,Sudan,2006,2330.0
1547,Sudan,2007,2340.0
1548,Sudan,2008,2340.0
1549,Sudan,2009,2350.0
1550,Sudan,2010,2320.0
1551,Suriname,2000,2550.0
1552,Suriname,2001,2510.0
1553,Suriname,2002,2560.0
1554,Suriname,2003,2560.0
1555,Suriname,2004,2560.0
1556,Suriname,2005,2610.0
1557,Suriname,2006,2630.0
1558,Suriname,2007,2670.0
1559,Suriname,2008,2650.0
1560,Suriname,2009,2740.0
1561,Suriname,2010,2800.0
1562,Swaziland,2000,2350.0
1563,Swaziland,2001,2310.0
1564,Swaziland,2002,2390.0
1565,Swaziland,2003,2440.0
1566,Swaziland,2004,2470.0
1567,Swaziland,2005,2370.0
1568,Swaziland,2006,2330.0
1569,Swaziland,2007,2310.0
1570,Swaziland,2008,2260.0
1571,Swaziland,2009,2250.0
1572,Swaziland,2010,2280.0
1573,Sweden,2000,3100.0
1574,Sweden,2001,3120.0
1575,Sweden,2002,3130.0
1576,Sweden,2003,3120.0
1577,Sweden,2004,3150.0
1578,Sweden,2005,3120.0
1579,Sweden,2006,3090.0
1580,Sweden,2007,3090.0
1581,Sweden,2008,3130.0
1582,Sweden,2009,3130.0
1583,Sweden,2010,3150.0
1584,Switzerland,2000,3440.0
1585,Switzerland,2001,3380.0
1586,Switzerland,2002,3440.0
1587,Switzerland,2003,3430.0
1588,Switzerland,2004,3410.0
1589,Switzerland,2005,3390.0
1590,Switzerland,2006,3430.0
1591,Switzerland,2007,3430.0
1592,Switzerland,2008,3450.0
1593,Switzerland,2009,3470.0
1594,Switzerland,2010,3450.0
1595,Tajikistan,2000,1960.0
1596,Tajikistan,2001,1960.0
1597,Tajikistan,2002,1940.0
1598,Tajikistan,2003,1960.0
1599,Tajikistan,2004,1980.0
1600,Tajikistan,2005,2060.0
1601,Tajikistan,2006,2060.0
1602,Tajikistan,2007,2060.0
1603,Tajikistan,2008,2080.0
1604,Tajikistan,2009,2100.0
1605,Tajikistan,2010,2110.0
1606,Tanzania,2000,2010.0
1607,Tanzania,2001,2030.0
1608,Tanzania,2002,2110.0
1609,Tanzania,2003,1980.0
1610,Tanzania,2004,2100.0
1611,Tanzania,2005,2130.0
1612,Tanzania,2006,2140.0
1613,Tanzania,2007,2220.0
1614,Tanzania,2008,2130.0
1615,Tanzania,2009,2130.0
1616,Tanzania,2010,2100.0
1617,Thailand,2000,2600.0
1618,Thailand,2001,2580.0
1619,Thailand,2002,2630.0
1620,Thailand,2003,2640.0
1621,Thailand,2004,2650.0
1622,Thailand,2005,2720.0
1623,Thailand,2006,2800.0
1624,Thailand,2007,2770.0
1625,Thailand,2008,2760.0
1626,Thailand,2009,2730.0
1627,Thailand,2010,2760.0
1628,Timor-Leste,2000,1870.0
1629,Timor-Leste,2001,1940.0
1630,Timor-Leste,2002,2060.0
1631,Timor-Leste,2003,2060.0
1632,Timor-Leste,2004,2040.0
1633,Timor-Leste,2005,2030.0
1634,Timor-Leste,2006,2040.0
1635,Timor-Leste,2007,2050.0
1636,Timor-Leste,2008,2060.0
1637,Timor-Leste,2009,2040.0
1638,Timor-Leste,2010,2080.0
1639,Togo,2000,2170.0
1640,Togo,2001,2160.0
1641,Togo,2002,2160.0
1642,Togo,2003,2200.0
1643,Togo,2004,2250.0
1644,Togo,2005,2240.0
1645,Togo,2006,2280.0
1646,Togo,2007,2300.0
1647,Togo,2008,2320.0
1648,Togo,2009,2340.0
1649,Togo,2010,2370.0
1650,Trinidad and Tobago,2000,2780.0
1651,Trinidad and Tobago,2001,2830.0
1652,Trinidad and Tobago,2002,2790.0
1653,Trinidad and Tobago,2003,2750.0
1654,Trinidad and Tobago,2004,2780.0
1655,Trinidad and Tobago,2005,2760.0
1656,Trinidad and Tobago,2006,2800.0
1657,Trinidad and Tobago,2007,2850.0
1658,Trinidad and Tobago,2008,2830.0
1659,Trinidad and Tobago,2009,2840.0
1660,Trinidad and Tobago,2010,2840.0
1661,Tunisia,2000,3250.0
1662,Tunisia,2001,3260.0
1663,Tunisia,2002,3190.0
1664,Tunisia,2003,3240.0
1665,Tunisia,2004,3250.0
1666,Tunisia,2005,3220.0
1667,Tunisia,2006,3270.0
1668,Tunisia,2007,3250.0
1669,Tunisia,2008,3300.0
1670,Tunisia,2009,3340.0
1671,Tunisia,2010,3330.0
1672,Turkey,2000,3660.0
1673,Turkey,2001,3620.0
1674,Turkey,2002,3610.0
1675,Turkey,2003,3590.0
1676,Turkey,2004,3610.0
1677,Turkey,2005,3610.0
1678,Turkey,2006,3650.0
1679,Turkey,2007,3630.0
1680,Turkey,2008,3600.0
1681,Turkey,2009,3620.0
1682,Turkey,2010,3650.0
1683,Turkmenistan,2000,2610.0
1684,Turkmenistan,2001,2620.0
1685,Turkmenistan,2002,2680.0
1686,Turkmenistan,2003,2740.0
1687,Turkmenistan,2004,2810.0
1688,Turkmenistan,2005,2830.0
1689,Turkmenistan,2006,2840.0
1690,Turkmenistan,2007,2900.0
1691,Turkmenistan,2008,2870.0
1692,Turkmenistan,2009,2870.0
1693,Turkmenistan,2010,2870.0
1694,Uganda,2000,2270.0
1695,Uganda,2001,2280.0
1696,Uganda,2002,2330.0
1697,Uganda,2003,2380.0
1698,Uganda,2004,2350.0
1699,Uganda,2005,2330.0
1700,Uganda,2006,2280.0
1701,Uganda,2007,2210.0
1702,Uganda,2008,2180.0
1703,Uganda,2009,2190.0
1704,Uganda,2010,2200.0
1705,Ukraine,2000,2900.0
1706,Ukraine,2001,2990.0
1707,Ukraine,2002,3050.0
1708,Ukraine,2003,3050.0
1709,Ukraine,2004,3190.0
1710,Ukraine,2005,3210.0
1711,Ukraine,2006,3240.0
1712,Ukraine,2007,3250.0
1713,Ukraine,2008,3300.0
1714,Ukraine,2009,3170.0
1715,Ukraine,2010,3140.0
1716,United Arab Emirates,2000,3300.0
1717,United Arab Emirates,2001,3320.0
1718,United Arab Emirates,2002,3360.0
1719,United Arab Emirates,2003,3340.0
1720,United Arab Emirates,2004,3290.0
1721,United Arab Emirates,2005,3210.0
1722,United Arab Emirates,2006,3200.0
1723,United Arab Emirates,2007,3190.0
1724,United Arab Emirates,2008,3150.0
1725,United Arab Emirates,2009,3170.0
1726,United Arab Emirates,2010,3160.0
1727,United Kingdom,2000,3360.0
1728,United Kingdom,2001,3400.0
1729,United Kingdom,2002,3420.0
1730,United Kingdom,2003,3400.0
1731,United Kingdom,2004,3450.0
1732,United Kingdom,2005,3440.0
1733,United Kingdom,2006,3440.0
1734,United Kingdom,2007,3420.0
1735,United Kingdom,2008,3420.0
1736,United Kingdom,2009,3410.0
1737,United Kingdom,2010,3400.0
1738,United States,2000,3760.0
1739,United States,2001,3710.0
1740,United States,2002,3780.0
1741,United States,2003,3780.0
1742,United States,2004,3810.0
1743,United States,2005,3830.0
1744,United States,2006,3780.0
1745,United States,2007,3760.0
1746,United States,2008,3700.0
1747,United States,2009,3650.0
1748,United States,2010,3650.0
1749,Uruguay,2000,2810.0
1750,Uruguay,2001,2870.0
1751,Uruguay,2002,2840.0
1752,Uruguay,2003,2840.0
1753,Uruguay,2004,2830.0
1754,Uruguay,2005,2810.0
1755,Uruguay,2006,2820.0
1756,Uruguay,2007,2890.0
1757,Uruguay,2008,2960.0
1758,Uruguay,2009,2980.0
1759,Uruguay,2010,2980.0
1760,Uzbekistan,2000,2370.0
1761,Uzbekistan,2001,2290.0
1762,Uzbekistan,2002,2290.0
1763,Uzbekistan,2003,2350.0
1764,Uzbekistan,2004,2390.0
1765,Uzbekistan,2005,2470.0
1766,Uzbekistan,2006,2560.0
1767,Uzbekistan,2007,2580.0
1768,Uzbekistan,2008,2600.0
1769,Uzbekistan,2009,2610.0
1770,Uzbekistan,2010,2650.0
1771,Vanuatu,2000,2700.0
1772,Vanuatu,2001,2670.0
1773,Vanuatu,2002,2700.0
1774,Vanuatu,2003,2750.0
1775,Vanuatu,2004,2750.0
1776,Vanuatu,2005,2780.0
1777,Vanuatu,2006,2800.0
1778,Vanuatu,2007,2860.0
1779,Vanuatu,2008,2860.0
1780,Vanuatu,2009,2860.0
1781,Vanuatu,2010,2860.0
1782,Venezuela,2000,2450.0
1783,Venezuela,2001,2510.0
1784,Venezuela,2002,2220.0
1785,Venezuela,2003,2420.0
1786,Venezuela,2004,2490.0
1787,Venezuela,2005,2490.0
1788,Venezuela,2006,2510.0
1789,Venezuela,2007,2610.0
1790,Venezuela,2008,2810.0
1791,Venezuela,2009,2860.0
1792,Venezuela,2010,2810.0
1793,Vietnam,2000,2240.0
1794,Vietnam,2001,2300.0
1795,Vietnam,2002,2360.0
1796,Vietnam,2003,2420.0
1797,Vietnam,2004,2480.0
1798,Vietnam,2005,2470.0
1799,Vietnam,2006,2480.0
1800,Vietnam,2007,2550.0
1801,Vietnam,2008,2620.0
1802,Vietnam,2009,2640.0
1803,Vietnam,2010,2680.0
1804,Yemen,2000,2090.0
1805,Yemen,2001,2070.0
1806,Yemen,2002,2080.0
1807,Yemen,2003,2070.0
1808,Yemen,2004,2070.0
1809,Yemen,2005,2090.0
1810,Yemen,2006,2120.0
1811,Yemen,2007,2160.0
1812,Yemen,2008,2130.0
1813,Yemen,2009,2160.0
1814,Yemen,2010,2200.0
1815,Zambia,2000,1870.0
1816,Zambia,2001,1850.0
1817,Zambia,2002,1850.0
1818,Zambia,2003,1900.0
1819,Zambia,2004,1870.0
1820,Zambia,2005,1870.0
1821,Zambia,2006,1840.0
1822,Zambia,2007,1780.0
1823,Zambia,2008,1800.0
1824,Zambia,2009,1880.0
1825,Zambia,2010,1900.0
1826,Zimbabwe,2000,1980.0
1827,Zimbabwe,2001,2030.0
1828,Zimbabwe,2002,2020.0
1829,Zimbabwe,2003,2010.0
1830,Zimbabwe,2004,2040.0
1831,Zimbabwe,2005,2030.0
1832,Zimbabwe,2006,2120.0
1833,Zimbabwe,2007,2110.0
1834,Zimbabwe,2008,2090.0
1835,Zimbabwe,2009,2150.0
1836,Zimbabwe,2010,2170.0
