,life_expectancy,income,co2_emissions(tonnes/person),total_health_spending,gov_health_spending,kcal_day,sugar_g_day,Schooling,Alcohol, BMI ,children/woman
1073,68.9,1450.0,1.21,101.0,44.9,2690.0,82.0,9.8,8.36,48.7,1.23
1074,69.2,1500.0,1.13,134.0,60.5,2750.0,103.0,9.8,9.66,49.1,1.24
1075,69.6,1620.0,1.16,194.0,91.4,2790.0,85.9,9.8,9.07,49.5,1.26
1076,69.9,1520.0,1.11,191.0,92.4,2700.0,69.5,9.8,8.45,49.9,1.27
1077,69.7,1630.0,1.21,190.0,87.2,2680.0,64.2,9.8,8.25,5.4,1.27
1078,62.8,1600.0,3.13,21.6,17.7,2180.0,33.2,8.9,2.79,38.5,2.14
1079,63.1,1630.0,3.26,23.6,19.9,2220.0,36.0,9.4,2.87,39.1,2.1
1080,63.4,1690.0,3.39,27.3,21.5,2230.0,32.2,10.1,2.43,39.8,2.08
1081,63.5,1790.0,3.25,27.5,21.8,2220.0,32.3,10.5,1.31,4.5,2.08
1082,63.7,1960.0,3.42,30.3,26.0,2230.0,33.3,11.2,1.75,41.3,2.11
1083,64.0,2080.0,3.39,33.3,26.3,2250.0,37.0,11.8,2.75,42.1,2.17
1084,64.5,2230.0,3.67,46.9,33.8,2290.0,36.7,12.7,2.91,43.0,2.24
1085,65.1,2430.0,4.66,73.6,48.5,2340.0,34.2,13.0,3.79,43.9,2.33
1086,65.6,2600.0,4.58,120.0,68.1,2380.0,39.2,13.4,4.26,44.9,2.43
1087,65.9,2530.0,4.91,96.5,53.0,2450.0,36.4,13.8,4.61,45.9,2.54
1088,66.2,2650.0,5.09,120.0,66.2,2430.0,35.7,14.3,5.8,46.9,2.64
1095,75.3,6070.0,3.86,355.0,242.0,3280.0,126.0,13.2,5.38,56.5,1.83
1096,75.6,6480.0,3.63,458.0,317.0,3410.0,130.0,13.6,4.98,57.2,1.82
1097,76.0,6930.0,4.43,574.0,404.0,3480.0,127.0,14.2,6.17,57.8,1.81
1098,76.2,6520.0,2.93,621.0,443.0,3490.0,121.0,14.6,6.45,58.5,1.79
1099,76.4,6680.0,4.14,578.0,389.0,3460.0,118.0,15.0,6.56,59.1,1.77
1100,70.9,1970.0,1.18,53.8,15.8,3060.0,103.0,8.0,0.45,44.8,2.78
1101,71.2,2090.0,1.29,57.5,18.5,3120.0,99.5,8.5,0.46,45.7,2.72
1102,71.5,2130.0,1.3,72.8,18.9,3150.0,102.0,8.8,0.46,46.5,2.68
1103,71.7,2230.0,1.26,87.9,23.4,3200.0,99.7,9.3,0.58,47.3,2.64
1104,71.9,2310.0,1.44,98.7,27.1,3260.0,102.0,9.6,0.56,48.2,2.61
1105,72.2,2360.0,1.5,99.0,28.1,3210.0,103.0,9.8,0.47,49.1,2.59
1106,72.5,2510.0,1.54,112.0,36.6,3270.0,99.3,10.0,0.58,49.9,2.57
1107,72.7,2570.0,1.61,126.0,45.6,3250.0,108.0,10.0,0.56,5.8,2.56
1108,73.0,2690.0,1.67,147.0,54.3,3270.0,112.0,10.3,0.51,51.7,2.56
1109,73.3,2770.0,1.64,152.0,58.7,3290.0,113.0,10.5,0.62,52.7,2.57
1110,73.5,2830.0,1.73,148.0,56.2,3290.0,104.0,10.7,0.56,53.6,2.58
1111,51.3,257.0,0.0747,14.1,10.2,1990.0,20.8,5.4,1.14,16.5,5.82
1112,51.8,281.0,0.085,11.9,8.65,1980.0,21.0,5.8,2.09,16.9,5.81
1113,51.8,297.0,0.083,13.1,9.82,2040.0,20.4,6.2,2.16,17.3,5.8
1114,52.1,307.0,0.0973,13.3,9.72,2090.0,23.4,6.7,1.68,17.7,5.78
1115,52.3,321.0,0.0946,14.2,9.91,2060.0,23.3,7.0,1.54,18.1,5.76
1116,52.4,339.0,0.0871,18.3,13.6,2040.0,24.0,7.3,1.23,18.5,5.74
1117,52.6,362.0,0.0919,18.1,13.2,2110.0,23.6,7.9,1.2,18.9,5.71
1118,52.9,377.0,0.102,17.7,13.0,2080.0,27.8,8.2,1.03,19.3,5.67
1119,53.6,392.0,0.0992,18.1,12.9,2160.0,30.6,8.8,1.48,19.7,5.64
1120,54.1,405.0,0.108,23.0,16.8,2170.0,31.3,9.2,1.18,2.1,5.6
1121,54.5,419.0,0.113,21.3,15.3,2240.0,30.7,9.3,0.96,2.5,5.56
1122,61.1,347.0,0.219,3.38,0.45,1910.0,30.6,7.5,0.35,13.6,2.91
1123,61.5,382.0,0.187,2.62,0.31,1960.0,36.0,7.6,0.38,14.1,2.89
1124,62.0,423.0,0.195,3.02,0.46,2000.0,34.8,7.6,0.41,14.6,2.87
1125,62.5,477.0,0.207,3.99,0.49,2060.0,36.9,7.7,0.4,15.2,2.83
1126,63.0,536.0,0.259,4.94,0.667,2090.0,37.5,7.8,0.44,15.7,2.78
1127,63.6,604.0,0.239,5.14,0.46,2140.0,37.0,7.9,0.28,16.4,2.72
1128,64.3,678.0,0.263,5.81,0.836,2210.0,38.8,8.0,0.28,17.0,2.66
1129,65.0,754.0,0.262,7.53,0.882,2280.0,46.8,8.1,0.26,17.6,2.59
1130,59.8,826.0,0.198,10.7,1.18,2370.0,47.9,8.2,0.3,18.3,2.53
1131,66.2,907.0,0.205,14.3,1.62,2410.0,47.0,8.5,0.28,19.1,2.47
1132,66.8,988.0,0.25,17.1,2.09,2500.0,45.3,8.8,0.3,19.8,2.41
1133,53.6,3750.0,0.865,126.0,86.9,2250.0,62.4,11.5,5.73,24.5,4.02
1134,52.9,3720.0,1.04,113.0,63.6,2270.0,61.5,11.7,5.09,25.1,3.93
1135,52.0,3850.0,0.897,105.0,60.9,2220.0,60.8,11.8,5.09,25.8,3.84
1136,51.5,3960.0,0.943,160.0,91.4,2250.0,59.6,11.7,5.28,26.5,3.77
1137,51.3,4390.0,0.976,209.0,104.0,2270.0,59.0,11.7,4.8,27.2,3.71
1138,51.6,4450.0,1.14,256.0,125.0,2240.0,59.7,11.6,4.89,27.9,3.67
1139,52.5,4720.0,1.13,271.0,118.0,2230.0,57.5,11.4,4.94,28.7,3.64
1140,54.1,4970.0,1.14,283.0,154.0,2220.0,51.6,11.3,5.12,29.4,3.62
1141,55.6,5040.0,1.58,275.0,150.0,2120.0,42.9,11.3,6.28,3.2,3.61
1142,57.2,4980.0,1.44,297.0,163.0,2060.0,45.1,11.4,7.99,31.0,3.61
1143,58.6,5190.0,1.43,361.0,211.0,2060.0,46.0,11.4,7.58,31.8,3.61
1144,78.1,46100.0,10.9,1930.0,1210.0,3270.0,126.0,16.5,10.06,51.8,1.72
1145,78.2,46800.0,11.0,2070.0,1300.0,3250.0,126.0,16.7,9.95,52.6,1.71
1146,78.4,46500.0,11.3,2410.0,1500.0,3250.0,126.0,16.9,9.68,53.4,1.73
1147,78.7,46400.0,11.2,3240.0,1980.0,3140.0,131.0,16.5,9.56,54.2,1.75
1148,79.1,47200.0,11.3,3740.0,2240.0,3200.0,130.0,16.5,9.56,55.0,1.73
1149,79.4,48100.0,11.1,3850.0,2330.0,3230.0,128.0,16.4,9.69,55.8,1.71
1150,79.8,49700.0,10.9,4030.0,3050.0,3210.0,127.0,16.5,9.79,56.5,1.72
1151,80.1,51400.0,10.7,4630.0,3480.0,3240.0,128.0,16.6,9.53,57.3,1.72
1152,80.3,52100.0,10.7,5240.0,3940.0,3230.0,126.0,16.8,9.62,57.9,1.77
1153,80.5,49900.0,10.4,5750.0,4550.0,3210.0,129.0,16.9,9.23,58.6,1.79
1154,80.7,50300.0,11.0,5590.0,4430.0,3210.0,129.0,17.0,9.33,59.3,1.8
1155,78.5,29000.0,8.55,1050.0,820.0,3170.0,157.0,17.2,8.91,58.9,1.98
1156,78.7,29900.0,8.81,1050.0,804.0,3120.0,164.0,17.4,8.75,59.6,1.96
1157,79.0,30900.0,8.38,1240.0,969.0,3120.0,166.0,17.5,9.13,6.3,1.95
1158,79.2,31600.0,8.47,1600.0,1260.0,3120.0,170.0,18.2,8.91,6.9,1.98
1159,79.5,32200.0,8.47,1970.0,1570.0,3160.0,165.0,18.4,9.15,61.5,2.02
1160,79.8,32900.0,8.26,2290.0,1820.0,3180.0,169.0,18.9,9.31,62.1,2.05
1161,80.0,33300.0,7.99,2300.0,1840.0,3150.0,162.0,19.1,9.34,62.6,2.09
1162,80.2,34300.0,7.95,2690.0,2220.0,3180.0,165.0,19.2,9.19,63.2,2.11
1163,80.3,33400.0,7.99,2820.0,2340.0,3210.0,171.0,19.5,9.49,63.8,2.12
1164,80.6,33700.0,7.49,2700.0,2240.0,3140.0,165.0,19.3,9.24,64.3,2.13
1165,80.9,33700.0,7.27,3280.0,2730.0,3140.0,156.0,20.3,9.62,64.8,2.12
1166,75.6,1310.0,0.748,54.3,29.0,2130.0,103.0,10.1,3.61,42.8,3.08
1167,75.9,1330.0,0.777,54.7,29.5,2300.0,103.0,10.4,3.51,43.5,2.98
1168,76.0,1320.0,0.7809999999999999,57.2,30.0,2290.0,102.0,10.7,3.5,44.2,2.89
1169,76.1,1340.0,0.8420000000000001,61.5,34.8,2320.0,101.0,11.0,3.77,44.9,2.81
1170,76.3,1390.0,0.8340000000000001,66.3,36.7,2360.0,100.0,11.0,3.81,45.7,2.74
1171,76.6,1430.0,0.8029999999999999,71.2,40.2,2400.0,100.0,11.0,3.7,46.4,2.68
1172,76.9,1460.0,0.8190000000000001,78.2,42.9,2410.0,101.0,11.0,3.69,47.1,2.62
1173,77.0,1520.0,0.8340000000000001,92.7,50.8,2470.0,100.0,11.0,3.83,47.9,2.57
1174,77.3,1550.0,0.79,105.0,57.7,2470.0,108.0,11.1,3.64,48.6,2.52
1175,77.3,1480.0,0.7929999999999999,104.0,57.0,2470.0,108.0,11.3,3.36,49.4,2.48
1177,52.2,322.0,0.0614,5.3,2.32,2330.0,18.5,2.8,0.1,13.6,7.68
1178,52.7,333.0,0.0558,6.15,2.99,2340.0,15.8,2.9,0.11,13.9,7.67
1179,53.5,331.0,0.0574,6.88,3.37,2310.0,14.4,2.9,0.1,14.3,7.66
1180,54.1,336.0,0.06,7.9,3.66,2400.0,17.3,3.0,0.1,14.6,7.64
1181,54.9,324.0,0.062,9.04,4.26,2450.0,19.6,3.1,0.11,15.0,7.63
1182,55.6,326.0,0.0525,15.4,7.72,2440.0,18.8,3.5,0.11,15.4,7.61
1183,56.2,333.0,0.049,16.4,8.6,2440.0,17.5,3.7,0.11,15.7,7.59
1184,56.9,331.0,0.0493,16.5,8.18,2460.0,15.8,3.8,0.1,16.1,7.57
1185,57.6,349.0,0.0532,19.4,10.1,2520.0,15.3,4.0,0.12,16.5,7.54
1186,58.1,334.0,0.0612,19.0,9.55,2520.0,18.4,4.2,0.11,16.9,7.52
1187,58.8,348.0,0.0714,18.3,9.3,2530.0,13.3,4.5,0.12,17.3,7.49
1188,54.9,1290.0,0.622,17.1,5.72,2610.0,22.0,7.6,9.23,16.9,6.11
1189,55.1,1310.0,0.6829999999999999,18.2,5.7,2610.0,29.2,8.0,9.58,17.3,6.08
1190,55.1,1330.0,0.728,17.8,4.55,2610.0,29.2,7.7,9.61,17.8,6.06
1191,55.6,1430.0,0.77,38.4,8.6,2610.0,28.5,8.1,9.75,18.3,6.04
1192,56.1,1860.0,0.77,44.8,14.7,2660.0,28.8,8.5,9.76,18.8,6.01
1193,56.9,1880.0,0.763,53.0,15.5,2710.0,27.5,8.9,9.71,19.3,5.99
1194,57.5,1980.0,0.693,59.1,20.1,2730.0,25.6,9.0,9.66,19.9,5.96
1195,58.2,2060.0,0.649,67.8,26.8,2720.0,26.1,9.1,9.55,2.4,5.93
1196,59.0,2130.0,0.64,79.3,32.6,2720.0,26.8,9.2,9.3,21.0,5.9
1197,59.8,2220.0,0.4970000000000001,66.6,23.4,2680.0,27.9,9.3,9.05,21.6,5.87
1198,60.5,2330.0,0.5770000000000001,62.8,23.8,2710.0,28.4,9.5,8.9,22.2,5.84
1199,78.7,81700.0,8.82,3160.0,2600.0,3380.0,126.0,17.1,5.67,53.3,1.85
1200,78.9,83000.0,9.27,3330.0,2790.0,3420.0,123.0,17.5,5.49,54.0,1.78
1201,79.1,83700.0,8.36,4140.0,3460.0,3460.0,121.0,17.1,5.89,54.6,1.75
1202,79.5,84000.0,9.9,4940.0,4130.0,3440.0,117.0,17.1,6.04,55.3,1.8
1203,79.8,86800.0,9.27,5440.0,4540.0,3480.0,112.0,17.5,6.22,55.9,1.83
1204,80.1,88500.0,9.16,5940.0,4960.0,3520.0,104.0,17.6,6.37,56.5,1.84
1205,80.3,89900.0,9.47,6250.0,5230.0,3450.0,101.0,17.5,6.47,57.0,1.9
1206,80.5,91600.0,9.55,7310.0,6150.0,3460.0,103.0,17.6,6.6,57.5,1.9
1207,80.7,90900.0,11.7,8070.0,6800.0,3480.0,105.0,17.6,6.75,58.0,1.96
1208,80.9,88300.0,11.5,7530.0,6340.0,3470.0,103.0,17.4,6.68,58.5,1.98
1209,81.0,87800.0,12.3,8090.0,6790.0,3490.0,105.0,17.4,6.59,58.9,1.95
1210,74.5,18700.0,9.65,264.0,216.0,2590.0,74.3,10.4,0.38,45.9,3.72
1211,74.8,19300.0,8.84,263.0,216.0,2680.0,76.7,10.7,0.55,46.5,3.48
1212,75.0,18800.0,10.9,278.0,232.0,2630.0,78.0,11.0,0.54,47.3,3.29
1213,75.2,17900.0,13.6,293.0,243.0,2630.0,77.7,11.2,0.56,48.1,3.14
1214,75.7,17700.0,11.4,309.0,254.0,2660.0,86.4,11.5,0.61,48.9,3.03
1215,76.0,17600.0,11.9,331.0,272.0,2720.0,92.9,11.5,0.63,49.5,2.95
1216,76.1,18100.0,15.3,345.0,278.0,2770.0,87.5,11.6,0.58,5.1,2.91
1217,76.1,18300.0,16.4,403.0,323.0,2830.0,93.4,11.5,0.57,5.6,2.89
1218,76.4,19100.0,15.5,479.0,366.0,2940.0,96.5,11.9,0.57,51.1,2.89
1219,76.3,19400.0,14.3,520.0,410.0,3030.0,96.6,12.4,0.56,51.5,2.9
1220,76.1,19300.0,15.6,574.0,460.0,3060.0,95.2,13.5,0.56,51.8,2.9
1221,62.6,849.0,0.768,14.9,3.16,2400.0,77.6,5.3,0.02,16.4,4.58
1222,62.8,847.0,0.765,13.0,2.67,2310.0,80.1,5.4,0.01,16.9,4.44
1223,62.9,855.0,0.789,14.8,4.17,2260.0,74.0,5.5,0.01,17.4,4.31
1224,63.1,878.0,0.805,15.7,3.65,2310.0,71.1,5.6,0.01,17.9,4.21
1225,63.4,924.0,0.873,17.5,4.32,2340.0,78.3,5.6,0.01,18.4,4.13
1226,62.6,975.0,0.888,18.8,4.81,2360.0,82.3,6.1,0.04,18.9,4.07
1227,64.0,1010.0,0.93,21.3,6.38,2380.0,82.8,6.5,0.03,19.5,4.02
1228,64.4,1040.0,0.991,22.6,6.92,2420.0,81.6,6.7,0.03,2.1,3.98
1229,64.7,1040.0,0.972,22.1,7.39,2420.0,79.7,7.3,0.03,2.6,3.94
1230,65.0,1050.0,0.951,20.1,6.99,2430.0,75.6,7.3,0.03,21.3,3.9
1231,65.3,1040.0,0.946,21.8,8.38,2430.0,81.6,7.5,0.04,21.9,3.86
1232,76.9,5490.0,1.91,305.0,208.0,2130.0,74.6,12.1,5.58,45.9,2.74
1233,77.1,5420.0,2.27,303.0,203.0,2270.0,70.7,12.4,5.43,46.9,2.72
1234,77.2,5440.0,1.86,321.0,222.0,2350.0,78.0,12.6,5.52,47.8,2.7
1235,77.3,5560.0,1.92,315.0,209.0,2370.0,77.8,12.8,5.52,48.6,2.68
1236,77.4,5870.0,1.78,360.0,254.0,2250.0,78.1,12.8,5.69,49.5,2.66
1237,77.5,6170.0,2.05,357.0,249.0,2330.0,78.2,12.9,5.53,5.3,2.65
1238,77.5,6580.0,2.17,364.0,246.0,2350.0,79.8,12.9,5.72,51.1,2.64
1239,77.6,7240.0,2.08,398.0,255.0,2470.0,83.3,12.9,6.16,51.9,2.64
1240,77.6,7810.0,2.1,493.0,341.0,2520.0,81.9,12.8,6.74,52.7,2.63
1241,77.7,7770.0,2.4,564.0,422.0,2520.0,81.8,12.8,6.87,53.4,2.63
1242,77.8,8080.0,2.52,616.0,463.0,2580.0,84.8,12.8,6.94,54.2,2.62
1243,74.4,2690.0,0.696,124.0,49.5,2590.0,67.9,11.6,6.78,39.1,3.55
1244,74.3,2620.0,0.7070000000000001,107.0,37.3,2640.0,67.5,11.8,6.66,39.8,3.43
1245,74.3,2570.0,0.708,78.5,26.0,2680.0,68.1,12.2,5.66,4.6,3.32
1246,74.2,2630.0,0.726,70.0,23.2,2730.0,71.2,12.7,6.64,41.3,3.21
1247,74.0,2690.0,0.7170000000000001,79.8,27.8,2660.0,68.6,12.1,6.2,42.0,3.12
1248,74.1,2710.0,0.6609999999999999,82.1,31.2,2600.0,69.7,12.3,6.38,42.8,3.04
1249,74.1,2800.0,0.6779999999999999,101.0,41.6,2620.0,69.5,12.1,5.61,43.5,2.97
1250,74.1,2910.0,0.693,122.0,49.2,2570.0,68.6,12.0,5.61,44.2,2.91
1251,74.1,3050.0,0.736,162.0,66.3,2540.0,70.0,11.9,6.14,44.9,2.85
1252,74.0,2890.0,0.7440000000000001,147.0,57.4,2530.0,70.6,12.1,5.39,45.6,2.79
1253,74.1,3230.0,0.821,163.0,59.3,2580.0,70.7,12.4,5.65,46.4,2.73
1254,74.8,3310.0,1.17,96.8,56.8,2370.0,47.3,13.5,4.59,45.4,2.93
1255,75.4,3290.0,1.03,96.3,55.8,2320.0,52.1,13.4,4.22,46.1,2.87
1256,75.9,3420.0,1.02,103.0,59.2,2340.0,55.8,13.9,4.03,46.7,2.82
1257,76.3,3520.0,0.979,103.0,60.4,2280.0,57.2,13.3,4.5,47.4,2.77
1258,76.7,3650.0,1.17,112.0,65.7,2300.0,56.6,12.8,4.27,48.1,2.73
1259,77.1,3830.0,1.34,129.0,76.3,2410.0,61.9,13.0,4.44,48.8,2.68
1260,77.5,4070.0,1.25,150.0,84.3,2430.0,58.6,13.0,4.22,49.5,2.65
1261,77.7,4360.0,1.52,194.0,113.0,2460.0,58.5,13.2,4.29,5.2,2.62
1262,77.9,4700.0,1.43,256.0,160.0,2530.0,62.5,13.2,4.85,5.8,2.59
1263,77.9,4700.0,1.78,236.0,136.0,2560.0,62.0,13.3,4.69,51.5,2.57
1264,77.9,5020.0,1.96,269.0,145.0,2620.0,62.0,13.3,4.72,52.2,2.55
1265,68.2,1610.0,0.94,33.6,16.0,2390.0,78.6,11.4,4.73,17.8,3.81
1266,68.3,1620.0,0.892,29.0,12.8,2370.0,73.0,11.4,4.54,18.3,3.77
1267,68.2,1640.0,0.877,28.2,11.3,2390.0,74.5,11.4,4.42,18.7,3.71
1268,68.2,1690.0,0.86,33.1,13.3,2390.0,76.3,11.6,4.44,19.2,3.65
1269,68.2,1770.0,0.875,35.1,14.0,2460.0,75.9,11.6,4.45,19.6,3.58
1270,68.3,1820.0,0.867,42.1,16.5,2470.0,70.1,11.6,4.22,2.1,3.5
1271,68.3,1880.0,0.7709999999999999,48.4,17.1,2510.0,67.5,11.5,4.08,2.6,3.43
1272,68.5,1970.0,0.8079999999999999,57.3,19.9,2570.0,68.2,11.4,4.19,21.1,3.35
1273,68.7,2020.0,0.8690000000000001,64.7,20.9,2580.0,70.6,11.5,4.21,21.6,3.28
1274,68.8,2010.0,0.841,66.1,23.2,2600.0,62.7,11.7,4.42,22.1,3.21
1275,69.0,2130.0,0.905,77.3,27.3,2580.0,63.3,11.4,4.85,22.6,3.16
1276,73.8,8530.0,7.76,247.0,173.0,3420.0,125.0,14.6,8.4,53.1,1.35
1277,74.2,8640.0,7.82,292.0,210.0,3420.0,126.0,14.7,7.74,53.6,1.31
1278,74.6,8820.0,7.66,329.0,234.0,3430.0,126.0,15.0,8.02,54.0,1.28
1279,74.9,9140.0,7.86,354.0,248.0,3420.0,126.0,15.3,9.06,54.5,1.28
1280,75.0,9610.0,7.93,411.0,282.0,3380.0,123.0,15.5,9.19,55.0,1.28
1281,75.2,9950.0,7.89,495.0,343.0,3370.0,119.0,14.8,9.5,55.5,1.3
1282,75.3,10600.0,8.32,556.0,388.0,3350.0,119.0,15.0,10.4,56.0,1.32
1283,75.4,11300.0,8.2,717.0,508.0,3360.0,119.0,15.0,10.9,56.6,1.34
1284,75.6,11800.0,8.22,973.0,703.0,3350.0,115.0,15.0,11.4,57.2,1.36
1285,75.8,12100.0,7.77,830.0,600.0,3420.0,119.0,15.1,10.7,57.8,1.37
1286,76.3,12600.0,8.25,917.0,666.0,3410.0,119.0,15.1,10.59,58.4,1.37
1287,76.7,21500.0,6.06,1070.0,704.0,3540.0,89.6,15.5,11.89,5.1,1.46
1288,77.0,21800.0,6.03,1080.0,716.0,3540.0,89.0,15.7,12.22,5.9,1.46
1289,77.3,21800.0,6.4,1190.0,805.0,3530.0,88.3,15.9,12.0,51.7,1.45
1290,77.6,21500.0,5.84,1510.0,1030.0,3520.0,89.8,15.8,14.21,52.5,1.44
1291,78.0,21900.0,6.0,1770.0,1190.0,3540.0,84.4,15.9,13.45,53.3,1.43
1292,78.3,22000.0,6.18,1880.0,1260.0,3530.0,84.1,15.4,13.33,54.1,1.42
1293,78.8,22300.0,5.64,1910.0,1270.0,3520.0,81.7,15.4,13.11,54.9,1.4
1294,79.0,22800.0,5.66,2180.0,1440.0,3530.0,79.0,15.4,12.57,55.7,1.38
1295,79.3,22800.0,5.22,2380.0,1550.0,3540.0,82.6,15.8,12.35,56.5,1.36
1296,79.6,22100.0,5.08,2370.0,1600.0,3510.0,79.5,16.0,12.03,57.3,1.34
1297,79.8,22500.0,4.52,2370.0,1610.0,3500.0,80.5,16.0,12.25,58.1,1.33
1298,71.2,4910.0,4.1,86.6,58.6,3140.0,69.4,11.5,10.16,51.4,1.31
1299,71.1,5260.0,4.4,97.5,64.2,3240.0,72.5,11.7,9.78,51.9,1.31
1300,71.3,5630.0,4.45,119.0,79.6,3320.0,70.9,12.0,9.62,52.4,1.32
1301,71.6,5990.0,4.65,146.0,124.0,3370.0,73.8,12.5,8.78,52.9,1.33
1302,72.1,6520.0,4.49,191.0,143.0,3350.0,76.8,12.9,9.82,53.4,1.36
1303,72.4,6840.0,4.5,252.0,204.0,3400.0,77.5,13.4,7.68,53.9,1.38
1304,72.8,7430.0,4.86,290.0,231.0,3430.0,85.0,13.7,8.51,54.4,1.4
1305,73.2,8060.0,4.86,415.0,342.0,3380.0,74.8,14.1,10.6,55.0,1.43
1306,73.2,8870.0,4.63,517.0,424.0,3400.0,67.0,14.7,11.9,55.6,1.45
1307,73.3,8420.0,3.96,432.0,341.0,3380.0,69.5,15.4,10.4,56.3,1.46
1308,73.7,8230.0,3.89,428.0,334.0,3330.0,69.2,15.8,9.0,56.9,1.47
1309,65.6,6490.0,10.6,96.0,57.5,2880.0,112.0,12.1,10.18,54.0,1.2
1310,65.6,6850.0,10.7,119.0,69.8,2950.0,114.0,12.5,10.47,54.2,1.22
1311,65.5,7210.0,10.7,142.0,83.7,3030.0,120.0,12.8,10.87,54.5,1.29
1312,65.5,7770.0,11.1,167.0,98.0,3060.0,122.0,13.2,11.32,54.7,1.33
1313,65.8,8360.0,11.1,212.0,127.0,3110.0,127.0,13.6,11.5,55.0,1.34
1314,65.9,8930.0,11.2,277.0,172.0,3200.0,133.0,13.7,11.57,55.3,1.29
1315,67.0,9690.0,11.6,366.0,231.0,3250.0,138.0,13.8,11.79,55.7,1.3
1316,67.7,10500.0,11.6,488.0,313.0,3310.0,140.0,13.8,12.19,56.1,1.41
1317,68.0,11100.0,12.0,561.0,361.0,3310.0,139.0,13.9,12.04,56.6,1.49
1318,68.9,10200.0,11.0,476.0,302.0,3270.0,132.0,14.0,11.21,57.0,1.54
1319,69.2,10700.0,11.7,525.0,326.0,3300.0,129.0,13.7,11.05,57.5,1.57
1320,49.4,327.0,0.0658,9.04,3.54,1860.0,3.97,6.6,7.13,13.2,5.64
1321,50.6,342.0,0.0638,8.64,4.22,1910.0,7.64,7.1,5.72,13.7,5.54
1322,52.5,378.0,0.0623,8.05,4.21,2090.0,6.02,7.2,7.82,14.1,5.45
1323,54.1,380.0,0.06,13.2,6.97,2000.0,5.48,7.6,6.66,14.5,5.35
1324,55.9,402.0,0.0599,14.4,7.73,1970.0,3.29,8.2,6.75,14.9,5.24
1325,57.7,431.0,0.0587,18.3,10.3,2040.0,5.21,8.8,7.01,15.4,5.14
1326,59.5,460.0,0.0574,35.5,16.5,2040.0,8.2,9.3,6.88,15.9,5.02
1327,61.1,482.0,0.059,36.5,17.2,2050.0,10.0,10.1,6.78,16.5,4.9
1328,62.5,521.0,0.0559,44.1,20.9,2100.0,8.79,10.4,6.39,17.1,4.77
1329,63.3,539.0,0.0577,51.5,25.1,2200.0,11.9,10.2,7.11,17.7,4.64
1330,64.6,563.0,0.0576,55.5,27.8,2200.0,14.9,10.0,7.92,18.3,4.52
1331,70.5,2770.0,0.8190000000000001,79.0,60.6,2770.0,71.1,12.1,3.0,65.6,4.5
1332,70.6,2940.0,0.835,77.7,58.3,2820.0,69.7,12.0,3.43,66.5,4.48
1333,70.8,3050.0,0.831,81.8,65.4,2820.0,68.7,12.1,3.3,67.4,4.46
1334,70.9,3170.0,0.867,92.3,73.5,2830.0,71.4,12.3,4.17,68.2,4.45
1335,71.0,3300.0,0.841,106.0,86.5,2880.0,80.3,12.4,3.62,68.9,4.46
1336,71.2,3410.0,0.897,114.0,92.7,2890.0,84.7,12.6,3.63,69.7,4.46
1337,71.3,3460.0,0.911,129.0,110.0,2860.0,85.2,12.7,3.52,7.3,4.46
1338,71.3,3650.0,0.945,165.0,142.0,2850.0,85.2,12.9,3.85,7.9,4.45
1339,71.4,3660.0,0.979,168.0,144.0,2910.0,102.0,12.9,3.97,71.4,4.43
1340,69.4,3460.0,1.01,154.0,132.0,2880.0,77.6,12.9,2.88,72.0,4.39
1341,71.5,3450.0,1.0,204.0,179.0,2910.0,79.2,12.9,3.01,72.5,4.34
1343,65.0,863.0,0.362,51.8,19.1,2400.0,48.5,9.4,5.02,21.1,5.23
1344,65.3,863.0,0.405,58.7,21.4,2460.0,53.2,9.6,5.8,21.7,5.17
1345,65.8,899.0,0.445,78.0,39.9,2510.0,52.1,9.7,6.54,22.2,5.12
1346,66.0,911.0,0.483,79.4,37.0,2510.0,56.9,9.8,5.78,22.8,5.07
1347,66.1,953.0,0.495,81.8,43.3,2550.0,56.9,10.0,5.27,23.4,5.02
1348,66.8,1020.0,0.529,69.8,32.3,2550.0,58.5,10.2,5.46,24.0,4.97
1349,67.3,1020.0,0.517,74.6,33.0,2510.0,59.6,10.3,4.14,24.7,4.93
1350,67.7,1080.0,0.505,82.8,35.6,2470.0,59.2,10.4,4.36,25.4,4.88
1351,68.4,1080.0,0.537,93.0,37.3,2440.0,60.5,10.1,4.13,26.2,4.84
1352,68.9,1130.0,0.5660000000000001,90.0,34.5,2370.0,62.1,10.6,5.58,26.9,4.79
1353,73.0,18300.0,14.3,400.0,287.0,3110.0,84.0,11.8,0.05,56.2,3.97
1354,73.1,17600.0,14.0,399.0,288.0,3080.0,84.6,12.0,0.05,56.9,3.83
1355,73.3,16600.0,14.9,378.0,272.0,3020.0,84.2,12.1,0.05,57.7,3.71
1356,73.5,18000.0,14.5,387.0,278.0,3000.0,85.6,12.2,0.05,58.5,3.6
1357,73.6,18800.0,17.0,399.0,286.0,2960.0,84.6,12.3,0.06,59.4,3.51
1358,73.9,19300.0,16.6,465.0,339.0,2990.0,88.6,12.4,0.05,6.2,3.42
1359,74.1,19300.0,17.6,548.0,401.0,3050.0,89.4,12.5,0.08,6.9,3.33
1360,74.4,19100.0,15.4,578.0,409.0,3050.0,87.8,12.7,0.1,61.6,3.24
1361,74.7,19800.0,16.6,581.0,375.0,3010.0,88.8,12.8,0.09,62.4,3.15
