,life_expectancy,income,co2_emissions(tonnes/person),total_health_spending,gov_health_spending,kcal_day,sugar_g_day,Schooling,Alcohol, BMI ,children/woman
497,71.4,11500.0,10.8,298.0,201.0,3040.0,118.0,15.4,11.48,54.6,1.38
498,71.9,12500.0,12.5,409.0,279.0,3070.0,120.0,15.6,11.64,54.9,1.43
499,72.4,13300.0,12.7,517.0,345.0,3080.0,144.0,15.7,15.07,55.2,1.48
500,72.8,14700.0,12.4,517.0,398.0,3170.0,144.0,15.9,15.52,55.5,1.54
501,73.1,16300.0,12.0,623.0,459.0,3200.0,131.0,16.1,16.58,55.9,1.58
502,73.2,17600.0,13.9,836.0,639.0,3220.0,131.0,16.1,17.87,56.3,1.62
503,74.2,16700.0,13.1,1060.0,836.0,3310.0,119.0,16.1,16.99,56.7,1.64
504,75.0,14300.0,10.9,967.0,758.0,3350.0,127.0,16.1,15.04,57.1,1.65
505,76.0,14600.0,13.6,853.0,671.0,3310.0,126.0,16.2,14.97,57.6,1.64
506,51.1,197.0,0.0534,5.32,2.85,1790.0,11.5,3.9,0.88,12.3,6.53
507,53.1,207.0,0.0635,5.65,3.23,1830.0,11.6,4.3,0.85,12.6,6.38
508,53.9,204.0,0.0641,5.3,2.87,1840.0,11.3,4.9,0.8,12.9,6.22
509,54.5,194.0,0.0688,5.92,3.43,1880.0,11.6,5.2,0.79,13.2,6.04
510,55.3,214.0,0.071,5.99,3.43,1880.0,15.4,5.4,0.86,13.5,5.87
511,56.1,233.0,0.0667,6.8,4.14,1980.0,15.0,5.8,0.99,13.8,5.69
512,57.1,251.0,0.0698,8.33,4.61,1970.0,15.8,6.6,1.22,14.2,5.52
513,58.2,272.0,0.0742,11.8,6.7,1960.0,15.3,7.1,1.06,14.5,5.36
514,59.4,294.0,0.0791,14.0,7.29,2020.0,16.3,7.6,1.13,14.9,5.2
515,60.4,311.0,0.0776,15.6,8.33,2050.0,14.8,8.1,1.17,15.3,5.06
516,61.3,341.0,0.0751,15.7,8.41,2080.0,16.1,8.1,1.34,15.6,4.92
517,64.3,3320.0,1.04,79.8,67.1,2830.0,78.8,13.1,2.05,5.2,3.09
518,64.5,3370.0,1.3,66.4,53.5,2880.0,90.3,13.2,1.93,51.2,3.05
519,64.7,3470.0,1.09,78.1,64.4,2900.0,92.6,13.3,1.85,52.2,3.0
520,64.7,3500.0,1.28,94.2,76.5,2890.0,99.0,13.3,1.76,53.2,2.95
521,64.8,3680.0,1.65,119.0,96.2,2900.0,103.0,13.4,1.63,54.2,2.91
522,64.9,3690.0,1.33,132.0,107.0,2940.0,110.0,13.9,2.02,55.1,2.86
523,64.9,3730.0,1.47,144.0,113.0,2950.0,112.0,14.0,2.06,55.9,2.82
524,64.9,3670.0,1.39,152.0,113.0,2920.0,111.0,14.2,2.09,56.6,2.77
525,64.9,3670.0,1.06,153.0,116.0,2950.0,106.0,14.3,1.95,57.3,2.74
526,65.0,3580.0,0.93,145.0,102.0,2920.0,109.0,14.5,2.31,58.0,2.7
527,65.3,3650.0,1.42,154.0,108.0,2910.0,99.5,14.6,2.25,58.7,2.67
528,77.7,40500.0,10.1,1700.0,1210.0,3150.0,105.0,17.3,8.59,55.5,1.73
529,78.1,41400.0,11.0,1780.0,1280.0,3170.0,95.8,17.7,8.94,56.1,1.73
530,78.3,42000.0,11.8,2030.0,1470.0,3150.0,95.3,18.0,9.25,56.6,1.72
531,78.5,42700.0,13.2,2570.0,1920.0,3150.0,94.1,18.1,9.31,57.1,1.76
532,78.7,44300.0,12.8,2970.0,2230.0,3190.0,95.4,18.3,9.89,57.6,1.8
533,78.9,45400.0,10.4,3150.0,2370.0,3200.0,93.2,17.1,9.95,58.1,1.8
534,79.1,47000.0,12.5,3300.0,2470.0,3240.0,91.4,17.2,10.15,58.6,1.84
535,79.3,49200.0,12.1,3740.0,2780.0,3280.0,94.4,17.2,10.45,59.0,1.83
536,79.6,49400.0,10.6,4250.0,3170.0,3240.0,81.9,17.1,10.26,59.4,1.85
537,79.8,45100.0,9.95,4080.0,3050.0,3230.0,92.7,17.0,9.96,59.8,1.86
538,80.0,46200.0,11.6,3980.0,2990.0,3280.0,84.4,16.8,9.72,6.2,1.87
539,79.1,38500.0,6.08,2200.0,1750.0,3610.0,109.0,15.7,13.63,54.6,1.82
540,79.3,38900.0,6.3,2230.0,1770.0,3640.0,112.0,15.6,13.89,55.2,1.84
541,79.5,39100.0,6.23,2490.0,1980.0,3660.0,113.0,15.5,13.78,55.8,1.87
542,79.7,39100.0,6.29,3160.0,2490.0,3590.0,111.0,15.4,13.49,56.4,1.89
543,80.1,39900.0,6.3,3630.0,2860.0,3560.0,113.0,15.5,13.18,57.0,1.92
544,80.3,40300.0,6.29,3790.0,2980.0,3540.0,114.0,15.5,12.2,57.5,1.94
545,80.6,40900.0,6.1,3950.0,3110.0,3510.0,104.0,16.1,12.4,58.0,1.96
546,80.8,41600.0,5.96,4480.0,3510.0,3470.0,102.0,16.1,12.2,58.6,1.97
547,81.0,41500.0,5.88,4940.0,3840.0,3550.0,99.5,16.1,11.9,59.1,1.98
548,81.2,40100.0,5.61,4840.0,3770.0,3530.0,111.0,16.0,11.8,59.6,1.99
549,81.4,40600.0,5.6,4690.0,3650.0,3540.0,104.0,16.0,11.7,6.1,1.99
550,59.1,10100.0,3.81,102.0,43.0,2720.0,43.1,12.2,8.87,28.1,4.54
551,58.9,10100.0,3.8,107.0,44.8,2700.0,42.3,12.3,9.29,28.7,4.46
552,59.2,9820.0,3.53,122.0,44.4,2640.0,43.6,12.3,8.34,29.2,4.39
553,59.3,9790.0,3.5,154.0,67.2,2660.0,44.8,12.3,6.47,29.8,4.33
554,59.3,9600.0,3.44,160.0,73.2,2680.0,45.1,12.3,8.13,3.3,4.27
555,60.0,9580.0,3.48,164.0,69.4,2720.0,43.7,12.4,7.72,3.8,4.23
556,60.5,9040.0,2.89,191.0,81.5,2720.0,43.0,12.4,8.01,31.4,4.19
557,61.2,9300.0,2.77,234.0,103.0,2710.0,43.6,12.4,9.02,31.9,4.16
558,61.5,8720.0,2.72,263.0,115.0,2650.0,39.7,12.4,8.75,32.4,4.14
559,62.0,8450.0,2.68,266.0,127.0,2700.0,43.5,12.4,8.64,33.0,4.11
560,62.9,8750.0,2.93,302.0,160.0,2730.0,44.4,12.5,8.85,33.5,4.08
561,63.3,530.0,0.199,18.8,6.34,2590.0,93.5,6.5,2.18,18.0,5.95
562,63.6,544.0,0.199,18.2,6.81,2520.0,72.9,6.8,2.25,18.5,5.93
563,63.5,510.0,0.221,15.8,5.91,2460.0,78.0,7.0,2.08,19.1,5.91
564,64.0,528.0,0.214,15.1,7.62,2460.0,75.0,7.3,2.47,19.7,5.88
565,64.3,547.0,0.21,17.3,9.97,2470.0,80.3,7.6,2.51,2.3,5.86
566,64.3,525.0,0.203,18.9,10.4,2440.0,81.4,7.8,2.26,2.9,5.84
567,64.5,514.0,0.207,19.3,10.9,2400.0,73.6,8.1,2.93,21.5,5.81
568,64.5,516.0,0.229,21.5,10.4,2540.0,77.9,8.4,2.64,22.2,5.79
569,64.9,528.0,0.231,26.4,12.7,2590.0,72.6,8.6,2.79,22.8,5.76
570,65.1,545.0,0.233,26.8,14.3,2620.0,69.5,8.9,2.99,23.5,5.74
571,65.5,562.0,0.256,26.1,13.3,2670.0,69.2,8.8,3.48,24.1,5.71
572,71.7,1440.0,0.961,44.7,7.61,2570.0,84.0,11.4,3.28,46.0,1.61
573,72.0,1520.0,0.807,53.7,9.54,2640.0,81.1,11.7,2.76,46.5,1.59
574,71.8,1610.0,0.733,64.0,10.3,2750.0,89.6,11.8,2.72,47.0,1.59
575,71.7,1810.0,0.8240000000000001,74.1,11.0,2860.0,92.1,11.8,3.36,47.5,1.6
576,71.6,1940.0,0.954,96.8,14.8,2900.0,103.0,12.0,3.74,48.1,1.63
577,72.0,2160.0,1.13,123.0,23.6,2980.0,106.0,12.2,4.7,48.6,1.66
578,72.5,2390.0,1.39,146.0,30.9,2860.0,108.0,12.6,6.18,49.2,1.71
579,72.7,2720.0,1.46,188.0,33.4,2900.0,117.0,12.5,8.65,49.9,1.77
580,72.3,2820.0,1.19,262.0,51.8,2980.0,124.0,13.1,7.17,5.5,1.82
581,72.7,2750.0,1.46,251.0,55.9,2950.0,117.0,12.8,6.66,51.3,1.87
582,72.8,2960.0,1.49,272.0,64.2,2850.0,85.3,13.3,7.24,52.0,1.92
583,77.9,38000.0,10.2,2390.0,1900.0,3340.0,115.0,16.2,12.91,55.1,1.35
584,78.2,38600.0,10.5,2400.0,1900.0,3360.0,125.0,16.2,12.46,55.6,1.35
585,78.4,38500.0,10.2,2610.0,2060.0,3430.0,124.0,16.3,12.25,56.1,1.35
586,78.6,38200.0,10.1,3210.0,2520.0,3390.0,133.0,16.3,11.92,56.6,1.35
587,78.9,38700.0,10.0,3530.0,2710.0,3410.0,135.0,16.4,11.83,57.1,1.35
588,79.2,39000.0,9.76,3630.0,2780.0,3450.0,140.0,16.4,11.67,57.6,1.35
589,79.4,40500.0,10.0,3750.0,2860.0,3470.0,132.0,16.5,11.76,58.0,1.36
590,79.6,41800.0,9.6,4230.0,3230.0,3530.0,126.0,16.6,11.5,58.5,1.36
591,79.8,42400.0,9.62,4720.0,3610.0,3520.0,136.0,16.6,11.36,59.0,1.37
592,79.9,40100.0,8.92,4720.0,3630.0,3520.0,132.0,16.7,11.22,59.5,1.38
593,80.1,41800.0,9.38,4670.0,3600.0,3500.0,137.0,16.7,11.2,59.9,1.39
594,59.3,969.0,0.332,12.3,6.0,2510.0,20.2,7.7,1.6,19.5,4.83
595,59.2,983.0,0.35600000000000004,15.2,8.65,2560.0,19.8,8.0,1.49,2.1,4.75
596,59.3,1000.0,0.373,14.6,7.24,2660.0,20.1,7.6,1.6,2.7,4.68
597,59.5,1030.0,0.373,17.9,9.21,2670.0,19.0,7.9,1.53,21.2,4.61
598,59.9,1060.0,0.35,25.8,16.0,2680.0,22.8,7.7,1.46,21.8,4.55
599,60.1,1090.0,0.325,34.8,23.1,2750.0,26.0,8.1,1.5,22.4,4.49
600,60.5,1130.0,0.423,48.0,27.1,2820.0,26.5,8.7,1.7,23.0,4.44
601,60.8,1150.0,0.433,65.6,40.9,2800.0,27.7,9.1,1.25,23.6,4.39
602,61.3,1220.0,0.392,68.5,39.8,2950.0,26.1,9.8,1.78,24.2,4.35
603,61.7,1250.0,0.322,54.5,30.9,3030.0,30.9,10.4,1.76,24.9,4.31
604,62.2,1310.0,0.406,67.0,39.9,3080.0,35.8,10.5,1.69,25.5,4.27
605,78.6,23300.0,8.22,917.0,550.0,3600.0,90.4,13.9,8.48,57.4,1.32
606,78.9,24100.0,8.39,1050.0,640.0,3610.0,94.4,14.2,8.62,58.0,1.33
607,79.1,25000.0,8.35,1220.0,708.0,3640.0,94.2,14.6,8.09,58.6,1.34
608,79.3,26300.0,8.51,1580.0,943.0,3650.0,96.2,15.2,9.46,59.2,1.36
609,79.5,27600.0,8.62,1810.0,1070.0,3720.0,100.0,15.3,9.56,59.9,1.38
610,79.6,27700.0,8.73,2090.0,1260.0,3590.0,93.2,15.6,9.95,6.5,1.4
611,79.9,29200.0,8.58,2290.0,1420.0,3490.0,78.3,16.3,9.42,61.2,1.42
612,80.0,30100.0,8.63,2680.0,1620.0,3510.0,86.0,16.4,9.67,61.8,1.44
613,80.2,29900.0,8.4,3080.0,1850.0,3520.0,85.1,15.9,9.51,62.4,1.44
614,80.3,28500.0,8.03,3020.0,1860.0,3510.0,75.7,16.2,9.08,63.1,1.43
615,80.4,26900.0,7.33,2730.0,1620.0,3440.0,77.3,16.4,9.0,63.7,1.41
616,71.2,6360.0,1.88,339.0,177.0,2220.0,97.9,14.1,9.4,37.7,2.58
617,71.1,6220.0,1.91,392.0,231.0,2290.0,99.1,14.3,9.61,38.2,2.51
618,71.0,6410.0,2.01,354.0,187.0,2310.0,101.0,14.4,10.71,38.8,2.46
619,71.0,7000.0,2.11,359.0,177.0,2310.0,103.0,14.6,9.75,39.4,2.41
620,70.6,6940.0,2.0,336.0,158.0,2380.0,103.0,14.8,8.43,39.9,2.37
621,71.1,7840.0,2.1,412.0,197.0,2370.0,104.0,14.9,8.8,4.5,2.34
622,71.2,7500.0,2.24,436.0,217.0,2400.0,104.0,15.1,9.06,41.1,2.32
623,71.3,7940.0,2.3,448.0,212.0,2400.0,102.0,15.3,9.06,41.8,2.3
624,71.4,7980.0,2.43,474.0,214.0,2430.0,104.0,15.4,8.92,42.4,2.28
625,71.4,7430.0,2.43,462.0,227.0,2430.0,102.0,15.6,8.42,43.1,2.26
626,71.3,7370.0,2.49,439.0,198.0,2430.0,104.0,15.8,7.91,43.9,2.24
627,68.6,2550.0,0.851,94.9,37.7,2160.0,121.0,8.2,2.63,4.4,4.6
628,68.9,2550.0,0.8909999999999999,104.0,38.8,2220.0,117.0,8.5,2.53,41.1,4.49
629,69.3,2590.0,0.909,109.0,38.6,2360.0,131.0,8.8,2.41,41.7,4.37
630,69.5,2590.0,0.866,115.0,42.3,2350.0,140.0,9.0,2.45,42.4,4.25
631,69.7,2610.0,0.908,123.0,42.1,2320.0,136.0,9.3,2.4,43.1,4.11
632,69.8,2640.0,0.96,136.0,46.0,2380.0,144.0,9.6,2.35,43.8,3.97
633,70.2,2720.0,0.944,170.0,56.5,2420.0,137.0,9.8,2.38,44.5,3.83
634,70.5,2830.0,0.922,184.0,61.4,2450.0,152.0,10.1,2.4,45.2,3.7
635,70.8,2850.0,0.816,199.0,68.5,2380.0,135.0,10.4,2.21,45.9,3.58
636,71.0,2810.0,0.828,190.0,68.8,2460.0,148.0,10.4,2.14,46.5,3.47
637,71.3,2830.0,0.797,197.0,68.7,2430.0,136.0,10.5,2.14,47.2,3.38
638,54.7,585.0,0.18600000000000005,21.1,3.93,2360.0,31.2,4.8,0.17,16.6,6.08
639,54.8,595.0,0.192,20.1,4.31,2330.0,29.4,5.1,0.17,16.9,6.02
640,55.1,615.0,0.197,21.4,4.56,2360.0,28.3,5.5,0.21,17.3,5.95
641,55.5,611.0,0.202,21.6,5.23,2400.0,31.1,5.9,0.18,17.7,5.88
642,55.8,613.0,0.205,21.9,3.71,2430.0,32.1,5.1,0.34,18.1,5.8
643,56.2,619.0,0.189,16.2,1.83,2440.0,35.5,6.6,0.21,18.5,5.73
644,56.4,614.0,0.191,16.9,2.16,2500.0,35.6,7.1,0.16,19.0,5.65
645,56.7,642.0,0.195,22.8,1.82,2510.0,36.3,7.6,0.19,19.4,5.58
646,57.2,654.0,0.212,26.0,3.6,2530.0,37.0,7.9,0.21,19.8,5.5
647,57.5,632.0,0.214,25.1,2.06,2550.0,37.8,8.1,0.18,2.3,5.42
648,58.0,648.0,0.241,23.0,2.6,2550.0,35.5,8.3,0.2,2.8,5.34
649,52.3,532.0,0.118,10.7,1.74,2250.0,13.9,6.4,2.84,17.4,5.82
650,52.6,533.0,0.119,9.23,1.49,2280.0,18.1,6.7,2.55,17.9,5.73
651,52.9,518.0,0.119,11.0,3.96,2270.0,14.3,7.1,2.47,18.5,5.64
652,53.1,510.0,0.147,20.4,4.7,2230.0,19.2,7.4,2.16,19.0,5.56
653,53.2,512.0,0.149,21.6,3.39,2260.0,30.3,7.7,2.58,19.6,5.47
654,53.2,522.0,0.154,23.5,3.74,2270.0,29.9,8.0,3.1,2.1,5.39
655,53.8,523.0,0.153,23.7,3.65,2250.0,29.1,8.3,3.22,2.7,5.31
656,54.3,527.0,0.16,27.5,4.44,2290.0,30.0,8.8,2.98,21.3,5.24
657,54.5,531.0,0.154,33.1,5.07,2300.0,29.1,8.8,2.64,21.9,5.17
658,55.0,536.0,0.155,48.0,5.08,2280.0,28.7,8.9,2.55,22.5,5.11
659,55.6,547.0,0.153,46.9,4.7,2350.0,29.8,8.9,3.21,23.1,5.05
660,65.6,2350.0,2.14,54.3,44.8,2730.0,93.5,10.9,6.63,35.7,3.02
661,65.5,2410.0,2.12,53.4,43.4,2760.0,108.0,10.9,6.71,36.4,2.99
662,65.3,2440.0,2.1,56.3,46.1,2730.0,101.0,11.0,7.73,37.1,2.96
663,65.0,2410.0,2.08,55.7,44.2,2710.0,105.0,11.1,7.93,37.8,2.92
664,64.8,2490.0,2.17,80.3,58.8,2690.0,108.0,11.2,7.84,38.4,2.88
665,64.8,2450.0,1.91,102.0,66.6,2690.0,100.0,11.4,7.35,39.0,2.84
666,65.0,2580.0,1.72,117.0,76.8,2660.0,100.0,11.7,7.04,39.6,2.8
667,65.1,2760.0,2.09,123.0,69.8,2660.0,113.0,11.2,7.2,4.3,2.76
668,65.2,2820.0,2.09,154.0,139.0,2600.0,107.0,10.7,7.32,4.9,2.72
669,65.4,2930.0,2.1,167.0,144.0,2620.0,102.0,10.5,7.49,41.6,2.68
670,65.5,3040.0,2.3,159.0,136.0,2640.0,110.0,10.2,7.52,42.4,2.66
671,56.8,767.0,0.16,25.7,7.12,1960.0,60.1,7.8,4.79,34.0,4.3
672,57.1,746.0,0.181,22.5,5.88,1900.0,60.9,7.9,6.22,34.8,4.18
673,57.5,733.0,0.207,18.9,4.29,1900.0,63.9,8.0,6.1,35.6,4.07
674,57.6,724.0,0.193,14.6,3.02,1870.0,58.6,8.1,6.64,36.5,3.96
675,56.6,687.0,0.218,18.4,4.16,1890.0,60.8,8.1,6.1,37.5,3.85
676,58.0,689.0,0.224,19.6,4.17,1880.0,60.1,8.2,5.57,38.5,3.76
677,58.4,693.0,0.224,29.3,6.98,1940.0,60.3,8.3,6.18,39.6,3.67
678,58.9,705.0,0.25,34.5,8.24,1970.0,59.7,8.4,6.08,4.7,3.58
679,59.3,700.0,0.247,35.3,8.92,2010.0,58.7,8.4,5.95,41.8,3.49
680,60.0,711.0,0.23,40.1,8.73,2060.0,56.6,8.5,5.85,43.0,3.41
681,32.1,662.0,0.213,46.4,9.95,2170.0,47.9,8.6,5.76,44.2,3.33
682,69.6,1620.0,0.7709999999999999,62.2,41.5,2370.0,109.0,9.8,2.61,38.8,4.06
683,69.7,1620.0,0.8540000000000001,65.7,43.6,2450.0,109.0,9.9,2.74,39.6,3.94
684,69.9,1640.0,0.887,73.7,47.4,2470.0,108.0,10.1,3.09,4.4,3.82
685,70.0,1670.0,0.962,79.7,59.0,2480.0,115.0,10.3,3.04,41.2,3.69
686,70.3,1740.0,1.02,85.1,55.4,2480.0,114.0,10.4,3.02,42.0,3.57
687,70.6,1800.0,1.02,82.7,53.6,2490.0,116.0,10.6,3.23,42.8,3.45
688,70.8,1870.0,0.929,89.0,54.3,2530.0,124.0,10.8,3.23,43.5,3.33
689,71.1,1950.0,1.14,102.0,62.8,2570.0,126.0,10.9,3.16,44.3,3.2
690,71.3,1990.0,1.1,116.0,70.8,2600.0,126.0,11.1,3.14,45.1,3.09
691,71.5,1900.0,0.98,135.0,89.2,2600.0,128.0,11.3,3.08,45.9,2.98
693,71.8,10500.0,5.46,326.0,231.0,3170.0,105.0,13.9,12.22,56.1,1.31
694,72.2,10900.0,5.59,375.0,259.0,3090.0,104.0,14.2,13.18,56.6,1.29
695,72.5,11400.0,5.51,496.0,348.0,3080.0,102.0,14.6,13.29,57.1,1.29
696,72.7,11900.0,5.82,690.0,502.0,3060.0,103.0,14.9,13.24,57.6,1.29
697,72.9,12500.0,5.68,813.0,588.0,3190.0,103.0,15.3,13.28,58.2,1.3
698,73.1,13100.0,5.75,909.0,657.0,3270.0,98.8,15.0,12.94,58.8,1.3
699,73.3,13600.0,5.71,908.0,659.0,3280.0,102.0,15.2,13.16,59.3,1.31
700,73.6,13700.0,5.59,1020.0,720.0,3160.0,95.9,15.3,12.55,59.9,1.32
701,73.9,13900.0,5.49,1120.0,794.0,3150.0,98.3,15.3,11.64,6.5,1.32
702,74.2,13000.0,4.87,957.0,667.0,3140.0,93.9,15.3,11.46,61.1,1.33
703,74.5,13100.0,5.06,942.0,654.0,3060.0,94.0,15.3,10.78,61.7,1.33
704,79.9,36600.0,7.71,3030.0,2470.0,3150.0,147.0,16.8,6.17,54.2,2.01
705,80.2,37500.0,7.43,2670.0,2180.0,3150.0,142.0,17.1,6.37,54.8,2.0
706,80.5,37400.0,7.61,3230.0,2660.0,3210.0,145.0,17.2,6.61,55.4,2.01
707,80.7,38000.0,7.53,4030.0,3300.0,3240.0,144.0,17.6,6.61,55.9,2.02
708,81.0,40700.0,7.71,4560.0,3720.0,3290.0,138.0,18.3,6.79,56.5,2.04
709,81.2,42600.0,7.56,5320.0,4350.0,3320.0,131.0,17.9,7.05,56.9,2.07
710,81.3,43700.0,7.67,5150.0,4240.0,3400.0,129.0,18.1,7.2,57.4,2.09
711,81.6,46600.0,7.57,6180.0,5120.0,3460.0,127.0,18.2,7.53,57.8,2.1
712,81.8,46500.0,6.82,4930.0,4120.0,3430.0,128.0,18.2,8.49,58.1,2.1
713,81.9,43400.0,6.5,3700.0,3040.0,3390.0,133.0,18.4,10.22,58.5,2.09
714,82.0,41900.0,6.12,3720.0,3000.0,3340.0,134.0,18.4,8.25,58.9,2.07
715,62.3,762.0,0.98,19.6,5.08,2380.0,63.7,8.3,0.93,11.4,3.31
716,62.7,785.0,0.972,20.9,4.99,2330.0,64.1,8.3,1.0,11.8,3.24
717,63.1,802.0,0.967,21.1,4.88,2290.0,62.9,8.4,1.1,12.2,3.18
718,63.5,850.0,0.992,23.7,5.39,2280.0,66.2,8.6,1.19,12.6,3.11
719,63.8,903.0,1.03,26.4,6.01,2260.0,54.7,9.2,1.2,13.0,3.04
720,64.2,971.0,1.07,30.6,7.32,2270.0,54.2,9.4,1.27,13.5,2.97
721,64.6,1040.0,1.12,33.1,8.21,2330.0,55.1,9.7,1.37,13.9,2.9
722,65.0,1130.0,1.19,40.4,10.4,2400.0,56.2,9.9,1.59,14.4,2.82
723,65.4,1160.0,1.31,43.1,11.9,2430.0,62.2,10.2,1.93,14.9,2.75
724,65.8,1240.0,1.43,44.3,13.4,2420.0,62.4,10.5,2.5,15.4,2.67
725,66.2,1350.0,1.4,54.3,15.8,2440.0,59.9,10.4,2.77,15.9,2.6
726,67.3,2140.0,1.25,15.1,5.47,2440.0,44.4,10.7,0.06,15.4,2.51
727,67.6,2190.0,1.37,16.6,7.15,2420.0,45.1,10.6,0.06,16.0,2.51
728,67.8,2260.0,1.41,20.0,7.61,2450.0,45.1,10.6,0.05,16.7,2.51
729,68.1,2330.0,1.44,26.8,10.7,2470.0,45.2,10.8,0.05,17.5,2.51
730,66.5,2420.0,1.51,27.1,10.7,2470.0,44.9,11.0,0.06,18.2,2.52
731,68.6,2520.0,1.51,30.1,11.5,2470.0,46.5,11.1,0.06,19.0,2.51
732,68.8,2620.0,1.5,39.7,16.4,2480.0,39.6,10.9,0.06,19.7,2.51
733,69.1,2750.0,1.61,50.6,23.1,2520.0,39.1,11.0,0.06,2.5,2.51
734,69.3,2880.0,1.76,53.4,24.8,2540.0,37.9,11.7,0.07,21.3,2.5
735,69.6,2970.0,1.87,56.4,26.0,2600.0,39.0,11.7,0.08,22.1,2.49
736,69.9,3110.0,1.77,76.9,37.7,2650.0,39.3,12.1,0.08,22.9,2.48
737,71.6,4780.0,5.63,231.0,96.2,3050.0,72.6,11.6,0.01,44.9,2.21
738,71.6,4750.0,5.94,294.0,128.0,3040.0,72.6,11.6,0.01,45.5,2.09
739,71.7,5030.0,5.91,102.0,44.8,3030.0,72.9,11.9,0.01,46.2,2.0
740,70.3,5400.0,6.08,96.7,44.3,3040.0,73.0,11.8,0.01,46.9,1.93
741,72.1,5570.0,6.42,117.0,50.8,3090.0,74.5,11.8,0.01,47.6,1.87
742,72.5,5680.0,6.66,156.0,69.0,3070.0,75.3,11.4,0.01,48.5,1.83
743,73.0,5900.0,7.15,174.0,80.8,3000.0,77.2,11.4,0.02,49.4,1.81
744,73.4,6310.0,7.21,220.0,98.1,3030.0,76.3,11.8,0.02,5.4,1.79
745,73.8,6260.0,7.43,277.0,128.0,3010.0,75.2,12.1,0.02,51.4,1.78
746,74.1,6250.0,7.52,287.0,118.0,3060.0,77.0,12.8,0.03,52.5,1.77
747,74.5,6530.0,7.68,317.0,127.0,3090.0,81.2,12.9,0.03,53.6,1.77
748,66.0,4310.0,3.07,34.3,0.39,2180.0,47.2,8.6,0.2,49.5,4.89
749,66.6,4290.0,3.52,24.5,0.43,2250.0,49.3,8.7,0.17,5.1,4.8
750,66.4,3880.0,3.5,9.53,0.27,2270.0,51.3,9.1,0.15,5.6,4.71
751,65.0,2530.0,3.56,18.4,8.32,2250.0,51.5,9.4,0.07,51.3,4.64
752,65.3,3790.0,4.34,62.4,45.0,2370.0,74.6,9.8,0.32,51.9,4.59
753,64.8,3860.0,4.2,61.9,41.7,2350.0,64.5,10.1,0.18,52.5,4.56
754,63.9,4140.0,3.57,66.1,42.1,2370.0,69.7,10.2,0.03,53.2,4.55
755,64.3,4100.0,2.19,108.0,75.0,2380.0,61.2,10.2,0.14,53.8,4.55
756,66.2,4330.0,3.2,161.0,120.0,2360.0,50.8,10.3,0.17,54.5,4.55
757,66.9,4350.0,3.5,200.0,157.0,2440.0,43.5,10.3,0.2,55.2,4.56
758,67.2,4500.0,3.65,247.0,200.0,2510.0,52.5,10.4,0.19,55.8,4.56
759,76.7,42900.0,10.7,1560.0,1170.0,3730.0,120.0,16.2,14.07,51.5,1.95
760,77.1,44700.0,11.3,1830.0,1390.0,3720.0,118.0,16.4,14.27,52.2,1.96
761,77.7,46700.0,10.9,2210.0,1680.0,3580.0,91.2,16.5,14.17,52.9,1.96
762,78.1,47400.0,10.5,2910.0,2220.0,3590.0,105.0,16.8,13.24,53.6,1.97
763,78.5,49700.0,10.6,3450.0,2670.0,3570.0,103.0,17.1,13.32,54.4,1.98
764,78.9,51500.0,10.3,3690.0,2840.0,3490.0,104.0,17.5,13.31,55.1,1.98
765,79.3,52900.0,10.0,3930.0,3010.0,3500.0,108.0,17.6,13.44,55.8,1.99
766,79.6,54100.0,10.1,4550.0,3500.0,3530.0,116.0,17.6,13.59,56.6,1.99
767,79.8,50900.0,9.58,5240.0,4020.0,3580.0,120.0,17.9,12.66,57.4,2.0
768,79.9,48100.0,8.83,4710.0,3530.0,3570.0,108.0,17.9,11.41,58.2,2.0
769,80.4,48700.0,8.66,4240.0,2930.0,3590.0,105.0,18.2,11.88,58.9,2.0
770,78.5,27600.0,10.0,1460.0,932.0,3550.0,145.0,15.2,2.53,58.3,2.92
771,78.6,27000.0,10.4,1500.0,950.0,3600.0,120.0,15.1,2.53,58.7,2.92
772,78.5,26500.0,9.59,1340.0,865.0,3700.0,122.0,15.3,2.47,59.2,2.91
773,79.0,26200.0,9.9,1370.0,860.0,3580.0,107.0,16.0,2.32,59.6,2.91
774,79.3,26900.0,9.12,1410.0,881.0,3620.0,74.9,15.9,2.23,6.1,2.91
775,79.7,27600.0,8.63,1490.0,898.0,3630.0,73.5,15.8,2.41,6.6,2.91
776,79.8,28500.0,9.25,1540.0,930.0,3620.0,70.6,15.7,2.23,61.1,2.92
777,80.2,29600.0,9.11,1740.0,1030.0,3530.0,71.6,15.7,2.33,61.6,2.93
778,80.5,30000.0,9.62,2070.0,1250.0,3520.0,69.4,15.8,2.47,62.1,2.95
779,80.9,29700.0,8.87,2000.0,1210.0,3510.0,71.6,15.6,2.55,62.6,2.97
780,81.4,30600.0,9.28,2180.0,1320.0,3540.0,75.5,15.7,2.63,63.0,3.0
781,79.5,36200.0,7.86,1550.0,1130.0,3670.0,84.7,14.8,9.78,55.0,1.25
782,79.8,36800.0,7.83,1610.0,1200.0,3670.0,87.4,14.9,9.69,55.7,1.27
783,80.1,36800.0,7.83,1780.0,1330.0,3660.0,85.8,15.2,9.25,56.4,1.29
784,80.2,36700.0,8.05,2180.0,1630.0,3620.0,85.8,15.4,9.3,57.0,1.31
